amount,time
1957.00,Tue Feb 25 10:38:39 2020
1957.35,Tue Feb 25 10:38:42 2020
1956.50,Tue Feb 25 10:38:45 2020
1957.10,Tue Feb 25 10:38:48 2020
1957.35,Tue Feb 25 10:38:51 2020
1957.35,Tue Feb 25 10:38:54 2020
1957.00,Tue Feb 25 10:38:57 2020
1957.00,Tue Feb 25 10:39:00 2020
1957.00,Tue Feb 25 10:39:03 2020
1956.80,Tue Feb 25 10:39:06 2020
1957.35,Tue Feb 25 10:39:09 2020
1956.45,Tue Feb 25 10:39:12 2020
1956.80,Tue Feb 25 10:39:15 2020
1956.85,Tue Feb 25 10:39:18 2020
1956.90,Tue Feb 25 10:39:21 2020
1956.90,Tue Feb 25 10:39:24 2020
1957.00,Tue Feb 25 10:39:27 2020
1957.35,Tue Feb 25 10:39:30 2020
1957.00,Tue Feb 25 10:39:33 2020
1957.00,Tue Feb 25 10:39:36 2020
1957.00,Tue Feb 25 10:39:39 2020
1957.00,Tue Feb 25 10:39:42 2020
1957.10,Tue Feb 25 10:39:45 2020
1957.00,Tue Feb 25 10:39:48 2020
1957.25,Tue Feb 25 10:39:51 2020
1957.30,Tue Feb 25 10:39:54 2020
1957.35,Tue Feb 25 10:39:57 2020
1957.35,Tue Feb 25 10:40:00 2020
1957.85,Tue Feb 25 10:40:03 2020
1957.00,Tue Feb 25 10:40:06 2020
1957.00,Tue Feb 25 10:40:09 2020
1956.00,Tue Feb 25 10:40:12 2020
1956.45,Tue Feb 25 10:40:15 2020
1955.50,Tue Feb 25 10:40:18 2020
1956.00,Tue Feb 25 10:40:21 2020
1956.90,Tue Feb 25 10:40:24 2020
1956.90,Tue Feb 25 10:40:27 2020
1956.10,Tue Feb 25 10:40:30 2020
1956.10,Tue Feb 25 10:40:33 2020
1956.10,Tue Feb 25 10:40:36 2020
1956.00,Tue Feb 25 10:40:39 2020
1956.70,Tue Feb 25 10:40:42 2020
1956.00,Tue Feb 25 10:40:45 2020
1956.90,Tue Feb 25 10:40:48 2020
1956.90,Tue Feb 25 10:40:51 2020
1956.50,Tue Feb 25 10:40:53 2020
1956.50,Tue Feb 25 10:40:56 2020
1956.85,Tue Feb 25 10:40:59 2020
1956.10,Tue Feb 25 10:41:02 2020
1956.00,Tue Feb 25 10:41:06 2020
1956.50,Tue Feb 25 10:41:09 2020
1956.50,Tue Feb 25 10:41:12 2020
1956.80,Tue Feb 25 10:41:15 2020
1956.80,Tue Feb 25 10:41:18 2020
1956.80,Tue Feb 25 10:41:21 2020
1956.80,Tue Feb 25 10:41:24 2020
1956.80,Tue Feb 25 10:41:27 2020
1956.50,Tue Feb 25 10:41:30 2020
1956.70,Tue Feb 25 10:41:33 2020
1956.45,Tue Feb 25 10:41:36 2020
1956.50,Tue Feb 25 10:41:39 2020
1956.40,Tue Feb 25 10:41:42 2020
1956.00,Tue Feb 25 10:41:45 2020
1956.40,Tue Feb 25 10:41:48 2020
1956.70,Tue Feb 25 10:41:51 2020
1956.50,Tue Feb 25 10:41:54 2020
1956.75,Tue Feb 25 10:41:57 2020
1956.75,Tue Feb 25 10:42:00 2020
1956.70,Tue Feb 25 10:42:03 2020
1956.40,Tue Feb 25 10:42:06 2020
1956.50,Tue Feb 25 10:42:09 2020
1956.50,Tue Feb 25 10:42:12 2020
1956.50,Tue Feb 25 10:42:15 2020
1956.80,Tue Feb 25 10:42:18 2020
1956.55,Tue Feb 25 10:42:21 2020
1956.25,Tue Feb 25 10:42:24 2020
1956.50,Tue Feb 25 10:42:27 2020
1956.15,Tue Feb 25 10:42:30 2020
1956.50,Tue Feb 25 10:42:33 2020
1958.55,Tue Feb 25 10:42:36 2020
1959.25,Tue Feb 25 10:42:39 2020
1958.15,Tue Feb 25 10:42:42 2020
1959.20,Tue Feb 25 10:42:45 2020
1958.90,Tue Feb 25 10:42:48 2020
1958.50,Tue Feb 25 10:42:51 2020
1958.95,Tue Feb 25 10:42:54 2020
1959.15,Tue Feb 25 10:42:57 2020
1960.50,Tue Feb 25 10:43:00 2020
1961.00,Tue Feb 25 10:43:03 2020
1961.00,Tue Feb 25 10:43:06 2020
1961.40,Tue Feb 25 10:43:09 2020
1961.10,Tue Feb 25 10:43:12 2020
1960.65,Tue Feb 25 10:43:15 2020
1959.90,Tue Feb 25 10:43:18 2020
1960.00,Tue Feb 25 10:43:21 2020
1959.95,Tue Feb 25 10:43:24 2020
1959.95,Tue Feb 25 10:43:27 2020
1959.75,Tue Feb 25 10:43:30 2020
1960.55,Tue Feb 25 10:43:33 2020
1960.00,Tue Feb 25 10:43:36 2020
1960.95,Tue Feb 25 10:43:39 2020
1960.00,Tue Feb 25 10:43:42 2020
1960.00,Tue Feb 25 10:43:45 2020
1960.95,Tue Feb 25 10:43:48 2020
1960.60,Tue Feb 25 10:43:51 2020
1960.00,Tue Feb 25 10:43:54 2020
1960.40,Tue Feb 25 10:43:57 2020
1960.80,Tue Feb 25 10:44:00 2020
1960.40,Tue Feb 25 10:44:03 2020
1960.40,Tue Feb 25 10:44:06 2020
1960.40,Tue Feb 25 10:44:09 2020
1960.40,Tue Feb 25 10:44:12 2020
1960.40,Tue Feb 25 10:44:15 2020
1961.80,Tue Feb 25 10:44:18 2020
1961.75,Tue Feb 25 10:44:20 2020
1961.25,Tue Feb 25 10:44:24 2020
1960.90,Tue Feb 25 10:44:27 2020
1959.15,Tue Feb 25 10:44:30 2020
1960.00,Tue Feb 25 10:44:33 2020
1960.05,Tue Feb 25 10:44:36 2020
1959.20,Tue Feb 25 10:44:39 2020
1961.00,Tue Feb 25 10:44:42 2020
1961.00,Tue Feb 25 10:44:45 2020
1961.60,Tue Feb 25 10:44:48 2020
1961.65,Tue Feb 25 10:44:51 2020
1961.50,Tue Feb 25 10:44:54 2020
1961.50,Tue Feb 25 10:44:57 2020
1960.75,Tue Feb 25 10:45:00 2020
1961.50,Tue Feb 25 10:45:03 2020
1961.50,Tue Feb 25 10:45:06 2020
1961.60,Tue Feb 25 10:45:09 2020
1961.45,Tue Feb 25 10:45:12 2020
1961.50,Tue Feb 25 10:45:15 2020
1962.20,Tue Feb 25 10:45:18 2020
1963.00,Tue Feb 25 10:45:21 2020
1962.95,Tue Feb 25 10:45:24 2020
1962.75,Tue Feb 25 10:45:27 2020
1964.05,Tue Feb 25 10:45:30 2020
1963.30,Tue Feb 25 10:45:33 2020
1962.85,Tue Feb 25 10:45:36 2020
1963.00,Tue Feb 25 10:45:39 2020
1964.25,Tue Feb 25 10:45:42 2020
1965.55,Tue Feb 25 10:45:45 2020
1965.05,Tue Feb 25 10:45:48 2020
1966.00,Tue Feb 25 10:45:51 2020
1965.55,Tue Feb 25 10:45:54 2020
1965.20,Tue Feb 25 10:45:57 2020
1965.90,Tue Feb 25 10:46:00 2020
1965.30,Tue Feb 25 10:46:03 2020
1965.00,Tue Feb 25 10:46:06 2020
1963.10,Tue Feb 25 10:46:09 2020
1963.85,Tue Feb 25 10:46:12 2020
1963.80,Tue Feb 25 10:46:15 2020
1963.15,Tue Feb 25 10:46:18 2020
1963.70,Tue Feb 25 10:46:21 2020
1963.80,Tue Feb 25 10:46:24 2020
1964.10,Tue Feb 25 10:46:27 2020
1963.70,Tue Feb 25 10:46:30 2020
1963.70,Tue Feb 25 10:46:33 2020
1963.45,Tue Feb 25 10:46:36 2020
1963.55,Tue Feb 25 10:46:39 2020
1963.75,Tue Feb 25 10:46:42 2020
1963.90,Tue Feb 25 10:46:45 2020
1963.50,Tue Feb 25 10:46:48 2020
1964.05,Tue Feb 25 10:46:51 2020
1964.00,Tue Feb 25 10:46:54 2020
1962.30,Tue Feb 25 10:46:57 2020
1963.25,Tue Feb 25 10:47:00 2020
1964.00,Tue Feb 25 10:47:03 2020
1964.00,Tue Feb 25 10:47:06 2020
1965.00,Tue Feb 25 10:47:09 2020
1964.25,Tue Feb 25 10:47:12 2020
1965.05,Tue Feb 25 10:47:15 2020
1964.25,Tue Feb 25 10:47:18 2020
1965.00,Tue Feb 25 10:47:21 2020
1965.00,Tue Feb 25 10:47:24 2020
1963.85,Tue Feb 25 10:47:27 2020
1964.75,Tue Feb 25 10:47:30 2020
1965.00,Tue Feb 25 10:47:33 2020
1964.65,Tue Feb 25 10:47:36 2020
1964.00,Tue Feb 25 10:47:39 2020
1965.00,Tue Feb 25 10:47:42 2020
1963.10,Tue Feb 25 10:47:45 2020
1963.85,Tue Feb 25 10:47:48 2020
1963.85,Tue Feb 25 10:47:51 2020
1963.85,Tue Feb 25 10:47:54 2020
1963.00,Tue Feb 25 10:47:57 2020
1963.55,Tue Feb 25 10:48:00 2020
1962.00,Tue Feb 25 10:48:03 2020
1962.00,Tue Feb 25 10:48:06 2020
1962.95,Tue Feb 25 10:48:09 2020
1962.50,Tue Feb 25 10:48:12 2020
1963.00,Tue Feb 25 10:48:15 2020
1962.00,Tue Feb 25 10:48:18 2020
1962.00,Tue Feb 25 10:48:21 2020
1962.00,Tue Feb 25 10:48:24 2020
1962.45,Tue Feb 25 10:48:27 2020
1962.55,Tue Feb 25 10:48:30 2020
1961.95,Tue Feb 25 10:48:33 2020
1962.60,Tue Feb 25 10:48:36 2020
1962.45,Tue Feb 25 10:48:39 2020
1962.55,Tue Feb 25 10:48:42 2020
1961.60,Tue Feb 25 10:48:45 2020
1962.00,Tue Feb 25 10:48:48 2020
1962.55,Tue Feb 25 10:48:51 2020
1962.05,Tue Feb 25 10:48:54 2020
1962.05,Tue Feb 25 10:48:57 2020
1962.05,Tue Feb 25 10:49:00 2020
1962.00,Tue Feb 25 10:49:03 2020
1962.05,Tue Feb 25 10:49:06 2020
1961.90,Tue Feb 25 10:49:09 2020
1961.90,Tue Feb 25 10:49:12 2020
1961.90,Tue Feb 25 10:49:15 2020
1961.65,Tue Feb 25 10:49:18 2020
1961.60,Tue Feb 25 10:49:21 2020
1961.90,Tue Feb 25 10:49:24 2020
1961.90,Tue Feb 25 10:49:27 2020
1961.65,Tue Feb 25 10:49:30 2020
1961.90,Tue Feb 25 10:49:33 2020
1961.65,Tue Feb 25 10:49:36 2020
1962.60,Tue Feb 25 10:49:39 2020
1962.00,Tue Feb 25 10:49:42 2020
1961.65,Tue Feb 25 10:49:45 2020
1962.35,Tue Feb 25 10:49:48 2020
1962.40,Tue Feb 25 10:49:51 2020
1962.40,Tue Feb 25 10:49:54 2020
1962.60,Tue Feb 25 10:49:57 2020
1962.35,Tue Feb 25 10:50:00 2020
1962.00,Tue Feb 25 10:50:03 2020
1962.50,Tue Feb 25 10:50:06 2020
1962.55,Tue Feb 25 10:50:09 2020
1962.60,Tue Feb 25 10:50:12 2020
1964.00,Tue Feb 25 10:50:15 2020
1963.60,Tue Feb 25 10:50:18 2020
1964.00,Tue Feb 25 10:50:21 2020
1963.60,Tue Feb 25 10:50:24 2020
1964.15,Tue Feb 25 10:50:27 2020
1964.00,Tue Feb 25 10:50:30 2020
1963.60,Tue Feb 25 10:50:33 2020
1962.60,Tue Feb 25 10:50:36 2020
1963.20,Tue Feb 25 10:50:39 2020
1963.00,Tue Feb 25 10:50:42 2020
1963.00,Tue Feb 25 10:50:45 2020
1962.00,Tue Feb 25 10:50:48 2020
1963.00,Tue Feb 25 10:50:51 2020
1962.30,Tue Feb 25 10:50:54 2020
1962.20,Tue Feb 25 10:50:57 2020
1963.00,Tue Feb 25 10:51:00 2020
1962.10,Tue Feb 25 10:51:03 2020
1962.95,Tue Feb 25 10:51:06 2020
1962.00,Tue Feb 25 10:51:09 2020
1962.10,Tue Feb 25 10:51:12 2020
1963.00,Tue Feb 25 10:51:15 2020
1963.50,Tue Feb 25 10:51:18 2020
1963.00,Tue Feb 25 10:51:21 2020
1963.10,Tue Feb 25 10:51:24 2020
1963.50,Tue Feb 25 10:51:27 2020
1963.00,Tue Feb 25 10:51:30 2020
1963.00,Tue Feb 25 10:51:33 2020
1963.00,Tue Feb 25 10:51:36 2020
1963.00,Tue Feb 25 10:51:39 2020
1963.00,Tue Feb 25 10:51:42 2020
1962.05,Tue Feb 25 10:51:45 2020
1962.95,Tue Feb 25 10:51:48 2020
1962.95,Tue Feb 25 10:51:51 2020
1962.15,Tue Feb 25 10:51:54 2020
1962.05,Tue Feb 25 10:51:57 2020
1962.00,Tue Feb 25 10:52:00 2020
1961.65,Tue Feb 25 10:52:03 2020
1960.80,Tue Feb 25 10:52:06 2020
1959.95,Tue Feb 25 10:52:09 2020
1959.00,Tue Feb 25 10:52:12 2020
1959.30,Tue Feb 25 10:52:15 2020
1959.80,Tue Feb 25 10:52:18 2020
1959.95,Tue Feb 25 10:52:21 2020
1960.15,Tue Feb 25 10:52:24 2020
1961.00,Tue Feb 25 10:52:27 2020
1961.10,Tue Feb 25 10:52:30 2020
1961.25,Tue Feb 25 10:52:33 2020
1961.65,Tue Feb 25 10:52:36 2020
1961.25,Tue Feb 25 10:52:39 2020
1961.20,Tue Feb 25 10:52:42 2020
1961.20,Tue Feb 25 10:52:45 2020
1961.75,Tue Feb 25 10:52:48 2020
1961.20,Tue Feb 25 10:52:51 2020
1961.80,Tue Feb 25 10:52:54 2020
1961.05,Tue Feb 25 10:52:57 2020
1961.20,Tue Feb 25 10:53:00 2020
1960.15,Tue Feb 25 10:53:03 2020
1961.00,Tue Feb 25 10:53:06 2020
1961.00,Tue Feb 25 10:53:09 2020
1960.15,Tue Feb 25 10:53:12 2020
1961.00,Tue Feb 25 10:53:15 2020
1961.00,Tue Feb 25 10:53:18 2020
1961.00,Tue Feb 25 10:53:21 2020
1961.20,Tue Feb 25 10:53:24 2020
1961.05,Tue Feb 25 10:53:27 2020
1961.45,Tue Feb 25 10:53:30 2020
1961.00,Tue Feb 25 10:53:33 2020
1961.80,Tue Feb 25 10:53:36 2020
1961.80,Tue Feb 25 10:53:39 2020
1962.00,Tue Feb 25 10:53:42 2020
1962.35,Tue Feb 25 10:53:45 2020
1962.00,Tue Feb 25 10:53:48 2020
1962.45,Tue Feb 25 10:53:51 2020
1962.90,Tue Feb 25 10:53:54 2020
1962.85,Tue Feb 25 10:53:57 2020
1963.00,Tue Feb 25 10:54:00 2020
1962.95,Tue Feb 25 10:54:03 2020
1962.15,Tue Feb 25 10:54:06 2020
1961.00,Tue Feb 25 10:54:09 2020
1962.50,Tue Feb 25 10:54:12 2020
1962.50,Tue Feb 25 10:54:15 2020
1962.50,Tue Feb 25 10:54:18 2020
1962.20,Tue Feb 25 10:54:21 2020
1962.00,Tue Feb 25 10:54:24 2020
1962.00,Tue Feb 25 10:54:27 2020
1962.00,Tue Feb 25 10:54:30 2020
1961.15,Tue Feb 25 10:54:33 2020
1961.45,Tue Feb 25 10:54:36 2020
1961.20,Tue Feb 25 10:54:39 2020
1961.95,Tue Feb 25 10:54:42 2020
1961.95,Tue Feb 25 10:54:45 2020
1961.40,Tue Feb 25 10:54:48 2020
1961.95,Tue Feb 25 10:54:51 2020
1962.00,Tue Feb 25 10:54:54 2020
1961.95,Tue Feb 25 10:54:57 2020
1961.40,Tue Feb 25 10:55:00 2020
1961.25,Tue Feb 25 10:55:03 2020
1962.00,Tue Feb 25 10:55:06 2020
1960.85,Tue Feb 25 10:55:09 2020
1961.00,Tue Feb 25 10:55:12 2020
1960.60,Tue Feb 25 10:55:15 2020
1960.95,Tue Feb 25 10:55:18 2020
1960.60,Tue Feb 25 10:55:21 2020
1960.95,Tue Feb 25 10:55:24 2020
1960.85,Tue Feb 25 10:55:27 2020
1960.85,Tue Feb 25 10:55:30 2020
1960.95,Tue Feb 25 10:55:33 2020
1960.95,Tue Feb 25 10:55:36 2020
1960.60,Tue Feb 25 10:55:39 2020
1959.80,Tue Feb 25 10:55:42 2020
1960.50,Tue Feb 25 10:55:45 2020
1960.45,Tue Feb 25 10:55:48 2020
1960.55,Tue Feb 25 10:55:51 2020
1960.60,Tue Feb 25 10:55:54 2020
1960.00,Tue Feb 25 10:55:57 2020
1960.00,Tue Feb 25 10:56:00 2020
1960.60,Tue Feb 25 10:56:03 2020
1960.30,Tue Feb 25 10:56:06 2020
1960.05,Tue Feb 25 10:56:09 2020
1960.60,Tue Feb 25 10:56:12 2020
1960.05,Tue Feb 25 10:56:15 2020
1960.60,Tue Feb 25 10:56:18 2020
1960.60,Tue Feb 25 10:56:21 2020
1960.05,Tue Feb 25 10:56:24 2020
1960.85,Tue Feb 25 10:56:27 2020
1960.40,Tue Feb 25 10:56:30 2020
1960.85,Tue Feb 25 10:56:33 2020
1960.90,Tue Feb 25 10:56:36 2020
1960.90,Tue Feb 25 10:56:39 2020
1960.90,Tue Feb 25 10:56:42 2020
1960.90,Tue Feb 25 10:56:45 2020
1960.85,Tue Feb 25 10:56:48 2020
1960.85,Tue Feb 25 10:56:51 2020
1960.85,Tue Feb 25 10:56:53 2020
1961.00,Tue Feb 25 10:56:57 2020
1960.90,Tue Feb 25 10:57:00 2020
1961.00,Tue Feb 25 10:57:03 2020
1961.80,Tue Feb 25 10:57:06 2020
1961.00,Tue Feb 25 10:57:09 2020
1961.70,Tue Feb 25 10:57:12 2020
1961.00,Tue Feb 25 10:57:15 2020
1961.00,Tue Feb 25 10:57:18 2020
1961.00,Tue Feb 25 10:57:21 2020
1961.00,Tue Feb 25 10:57:24 2020
1961.10,Tue Feb 25 10:57:27 2020
1961.90,Tue Feb 25 10:57:30 2020
1961.70,Tue Feb 25 10:57:33 2020
1962.00,Tue Feb 25 10:57:36 2020
1962.00,Tue Feb 25 10:57:39 2020
1961.05,Tue Feb 25 10:57:42 2020
1961.15,Tue Feb 25 10:57:45 2020
1961.10,Tue Feb 25 10:57:48 2020
1961.50,Tue Feb 25 10:57:51 2020
1961.15,Tue Feb 25 10:57:54 2020
1961.50,Tue Feb 25 10:57:57 2020
1962.00,Tue Feb 25 10:58:00 2020
1961.70,Tue Feb 25 10:58:03 2020
1961.70,Tue Feb 25 10:58:06 2020
1962.25,Tue Feb 25 10:58:09 2020
1962.25,Tue Feb 25 10:58:12 2020
1962.40,Tue Feb 25 10:58:15 2020
1962.60,Tue Feb 25 10:58:18 2020
1962.00,Tue Feb 25 10:58:21 2020
1961.70,Tue Feb 25 10:58:24 2020
1962.00,Tue Feb 25 10:58:27 2020
1962.00,Tue Feb 25 10:58:30 2020
1962.00,Tue Feb 25 10:58:33 2020
1962.00,Tue Feb 25 10:58:36 2020
1962.00,Tue Feb 25 10:58:39 2020
1962.00,Tue Feb 25 10:58:42 2020
1962.00,Tue Feb 25 10:58:45 2020
1962.00,Tue Feb 25 10:58:48 2020
1962.00,Tue Feb 25 10:58:51 2020
1962.70,Tue Feb 25 10:58:54 2020
1961.20,Tue Feb 25 10:58:57 2020
1961.30,Tue Feb 25 10:59:00 2020
1962.90,Tue Feb 25 10:59:03 2020
1963.00,Tue Feb 25 10:59:06 2020
1963.00,Tue Feb 25 10:59:09 2020
1962.15,Tue Feb 25 10:59:12 2020
1962.95,Tue Feb 25 10:59:15 2020
1962.15,Tue Feb 25 10:59:18 2020
1962.75,Tue Feb 25 10:59:21 2020
1962.75,Tue Feb 25 10:59:24 2020
1963.00,Tue Feb 25 10:59:27 2020
1964.00,Tue Feb 25 10:59:30 2020
1963.95,Tue Feb 25 10:59:33 2020
1964.00,Tue Feb 25 10:59:36 2020
1964.95,Tue Feb 25 10:59:39 2020
1964.40,Tue Feb 25 10:59:42 2020
1964.65,Tue Feb 25 10:59:45 2020
1964.80,Tue Feb 25 10:59:48 2020
1963.00,Tue Feb 25 10:59:51 2020
1963.60,Tue Feb 25 10:59:54 2020
1962.95,Tue Feb 25 10:59:57 2020
1963.00,Tue Feb 25 11:00:00 2020
1963.55,Tue Feb 25 11:00:03 2020
1963.00,Tue Feb 25 11:00:06 2020
1964.00,Tue Feb 25 11:00:09 2020
1964.00,Tue Feb 25 11:00:12 2020
1963.05,Tue Feb 25 11:00:15 2020
1964.00,Tue Feb 25 11:00:18 2020
1963.05,Tue Feb 25 11:00:21 2020
1963.80,Tue Feb 25 11:00:24 2020
1963.75,Tue Feb 25 11:00:27 2020
1963.00,Tue Feb 25 11:00:30 2020
1963.70,Tue Feb 25 11:00:33 2020
1963.70,Tue Feb 25 11:00:36 2020
1963.00,Tue Feb 25 11:00:39 2020
1963.80,Tue Feb 25 11:00:42 2020
1963.70,Tue Feb 25 11:00:45 2020
1963.65,Tue Feb 25 11:00:48 2020
1963.00,Tue Feb 25 11:00:51 2020
1962.25,Tue Feb 25 11:00:54 2020
1962.25,Tue Feb 25 11:00:57 2020
1962.90,Tue Feb 25 11:01:00 2020
1962.25,Tue Feb 25 11:01:03 2020
1962.25,Tue Feb 25 11:01:06 2020
1962.00,Tue Feb 25 11:01:09 2020
1962.95,Tue Feb 25 11:01:12 2020
1962.85,Tue Feb 25 11:01:15 2020
1962.85,Tue Feb 25 11:01:18 2020
1963.00,Tue Feb 25 11:01:21 2020
1963.00,Tue Feb 25 11:01:24 2020
1963.70,Tue Feb 25 11:01:27 2020
1963.00,Tue Feb 25 11:01:30 2020
1963.00,Tue Feb 25 11:01:33 2020
1962.00,Tue Feb 25 11:01:36 2020
1962.00,Tue Feb 25 11:01:39 2020
1963.00,Tue Feb 25 11:01:42 2020
1963.00,Tue Feb 25 11:01:45 2020
1962.95,Tue Feb 25 11:01:48 2020
1962.05,Tue Feb 25 11:01:51 2020
1963.00,Tue Feb 25 11:01:54 2020
1963.00,Tue Feb 25 11:01:57 2020
1963.00,Tue Feb 25 11:02:00 2020
1963.00,Tue Feb 25 11:02:03 2020
1962.95,Tue Feb 25 11:02:06 2020
1962.15,Tue Feb 25 11:02:09 2020
1963.00,Tue Feb 25 11:02:12 2020
1963.00,Tue Feb 25 11:02:15 2020
1962.20,Tue Feb 25 11:02:18 2020
1962.75,Tue Feb 25 11:02:21 2020
1962.15,Tue Feb 25 11:02:24 2020
1962.75,Tue Feb 25 11:02:27 2020
1962.15,Tue Feb 25 11:02:30 2020
1962.15,Tue Feb 25 11:02:33 2020
1962.15,Tue Feb 25 11:02:36 2020
1962.00,Tue Feb 25 11:02:39 2020
1962.80,Tue Feb 25 11:02:42 2020
1962.00,Tue Feb 25 11:02:45 2020
1962.10,Tue Feb 25 11:02:48 2020
1962.75,Tue Feb 25 11:02:51 2020
1962.50,Tue Feb 25 11:02:54 2020
1962.50,Tue Feb 25 11:02:57 2020
1961.90,Tue Feb 25 11:03:00 2020
1961.65,Tue Feb 25 11:03:03 2020
1962.00,Tue Feb 25 11:03:06 2020
1961.50,Tue Feb 25 11:03:09 2020
1962.65,Tue Feb 25 11:03:12 2020
1962.20,Tue Feb 25 11:03:15 2020
1962.20,Tue Feb 25 11:03:18 2020
1962.20,Tue Feb 25 11:03:21 2020
1962.00,Tue Feb 25 11:03:24 2020
1961.50,Tue Feb 25 11:03:27 2020
1961.10,Tue Feb 25 11:03:30 2020
1962.55,Tue Feb 25 11:03:33 2020
1962.00,Tue Feb 25 11:03:36 2020
1961.50,Tue Feb 25 11:03:39 2020
1961.70,Tue Feb 25 11:03:42 2020
1961.65,Tue Feb 25 11:03:45 2020
1961.65,Tue Feb 25 11:03:48 2020
1962.00,Tue Feb 25 11:03:51 2020
1961.55,Tue Feb 25 11:03:54 2020
1961.60,Tue Feb 25 11:03:57 2020
1962.00,Tue Feb 25 11:04:00 2020
1961.50,Tue Feb 25 11:04:03 2020
1962.00,Tue Feb 25 11:04:06 2020
1961.55,Tue Feb 25 11:04:09 2020
1961.00,Tue Feb 25 11:04:12 2020
1961.00,Tue Feb 25 11:04:15 2020
1961.00,Tue Feb 25 11:04:18 2020
1961.00,Tue Feb 25 11:04:21 2020
1961.00,Tue Feb 25 11:04:24 2020
1961.45,Tue Feb 25 11:04:27 2020
1960.50,Tue Feb 25 11:04:30 2020
1961.00,Tue Feb 25 11:04:33 2020
