percentage,amount,time
2.73,1975.95,1582614654599
2.71,1975.55,1582614656572
2.66,1974.60,1582614658590
2.68,1975.00,1582614660601
2.67,1974.95,1582614662593
2.65,1974.55,1582614664598
2.61,1973.75,1582614666598
2.55,1972.50,1582614668569
2.54,1972.40,1582614670600
2.66,1974.70,1582614672599
2.57,1972.95,1582614674594
2.65,1974.45,1582614676559
2.62,1973.80,1582614678599
2.59,1973.25,1582614680600
2.65,1974.55,1582614682574
2.63,1974.00,1582614684600
2.67,1974.80,1582614686597
2.64,1974.25,1582614688574
2.67,1974.80,1582614690600
2.60,1973.55,1582614692600
2.63,1974.00,1582614694597
2.63,1974.00,1582614696599
2.55,1972.50,1582614698561
2.57,1973.00,1582614700598
2.59,1973.25,1582614702599
2.62,1973.90,1582614704599
2.63,1974.00,1582614706599
2.63,1974.00,1582614708558
2.62,1973.95,1582614710598
2.63,1974.00,1582614712599
2.63,1974.00,1582614714597
2.67,1974.90,1582614716598
2.64,1974.35,1582614718595
2.68,1975.00,1582614720599
2.68,1975.00,1582614722597
2.64,1974.35,1582614724599
2.69,1975.15,1582614726598
2.65,1974.45,1582614728598
2.67,1974.80,1582614730571
2.67,1974.80,1582614732601
2.69,1975.20,1582614734600
2.68,1975.00,1582614736597
2.67,1974.80,1582614738572
2.67,1974.80,1582614740595
2.68,1975.00,1582614742597
2.63,1974.00,1582614744593
2.66,1974.70,1582614746598
2.66,1974.70,1582614748595
2.66,1974.70,1582614750595
2.66,1974.65,1582614752559
2.63,1974.05,1582614754596
2.63,1974.00,1582614756593
2.63,1974.00,1582614758562
2.68,1975.00,1582614760562
2.66,1974.70,1582614762592
2.68,1975.00,1582614764597
2.66,1974.70,1582614766597
2.63,1974.00,1582614768597
2.66,1974.65,1582614770597
2.66,1974.70,1582614772595
2.66,1974.70,1582614774597
2.64,1974.20,1582614776596
2.64,1974.30,1582614778554
2.64,1974.30,1582614780595
2.63,1974.10,1582614782591
2.63,1974.00,1582614784558
2.63,1974.10,1582614786595
2.63,1974.10,1582614788596
2.63,1974.00,1582614790596
2.60,1973.45,1582614792596
2.59,1973.35,1582614794553
2.63,1974.00,1582614796583
2.63,1974.00,1582614798597
2.62,1973.90,1582614800581
2.59,1973.40,1582614802596
2.59,1973.40,1582614804594
2.62,1973.90,1582614806557
2.62,1973.90,1582614808593
2.57,1973.00,1582614810596
2.57,1973.00,1582614812583
2.57,1973.00,1582614814552
2.68,1975.00,1582614816595
2.64,1974.20,1582614818591
2.65,1974.40,1582614820593
2.65,1974.40,1582614822594
2.62,1973.95,1582614824597
2.65,1974.40,1582614826565
2.66,1974.60,1582614828595
2.67,1974.95,1582614830598
2.63,1974.00,1582614832555
2.65,1974.45,1582614834596
2.65,1974.40,1582614836596
2.62,1973.90,1582614838601
2.63,1974.00,1582614840597
2.63,1974.00,1582614842597
2.59,1973.40,1582614844566
2.57,1973.00,1582614846592
2.63,1974.00,1582614848554
2.59,1973.40,1582614850594
2.57,1973.00,1582614852592
2.59,1973.40,1582614854556
2.58,1973.15,1582614856596
2.58,1973.20,1582614858592
2.60,1973.45,1582614860595
2.59,1973.40,1582614862593
2.52,1972.00,1582614864595
2.50,1971.50,1582614866555
2.51,1971.85,1582614868594
2.50,1971.50,1582614870593
2.42,1970.00,1582614872579
2.47,1970.95,1582614874594
2.47,1971.00,1582614876594
2.47,1971.00,1582614878595
2.43,1970.20,1582614880594
2.47,1971.00,1582614882557
2.43,1970.20,1582614884594
2.49,1971.45,1582614886593
2.42,1970.00,1582614888594
2.42,1970.00,1582614890587
2.46,1970.75,1582614892575
2.42,1970.10,1582614894593
2.41,1969.85,1582614896551
2.41,1969.85,1582614898593
2.40,1969.60,1582614900593
2.37,1969.00,1582614902557
2.41,1969.85,1582614904592
2.41,1969.85,1582614906592
2.38,1969.20,1582614908593
2.42,1970.00,1582614910566
2.34,1968.45,1582614912554
2.37,1969.00,1582614914591
2.32,1968.20,1582614916589
2.33,1968.30,1582614918592
2.32,1968.10,1582614920590
2.37,1969.00,1582614922592
2.37,1969.00,1582614924591
2.37,1969.00,1582614926548
2.34,1968.50,1582614928554
2.36,1968.90,1582614930592
2.36,1968.80,1582614932592
2.32,1968.05,1582614934561
2.35,1968.70,1582614936590
2.36,1968.80,1582614938593
2.37,1969.00,1582614940554
2.31,1968.00,1582614942593
2.36,1968.80,1582614944591
2.35,1968.65,1582614946585
2.37,1969.00,1582614948590
2.37,1969.00,1582614950592
2.37,1969.00,1582614952561
2.34,1968.60,1582614954591
2.35,1968.75,1582614956590
2.31,1968.00,1582614958590
2.34,1968.50,1582614960587
2.31,1968.00,1582614962583
2.31,1968.00,1582614964589
2.23,1966.40,1582614966551
2.31,1967.95,1582614968590
2.30,1967.75,1582614970600
2.25,1966.85,1582614972583
2.23,1966.30,1582614974590
2.23,1966.30,1582614976590
2.23,1966.35,1582614978588
2.23,1966.30,1582614980590
2.21,1966.05,1582614982588
2.21,1965.95,1582614984587
2.16,1965.10,1582614986590
2.20,1965.75,1582614988562
2.16,1965.00,1582614990585
2.16,1965.10,1582614992579
2.16,1965.00,1582614994553
2.06,1963.05,1582614996589
2.12,1964.20,1582614998588
2.16,1965.00,1582615000588
2.11,1964.00,1582615002588
2.06,1963.20,1582615004556
2.10,1963.85,1582615006589
2.06,1963.15,1582615008591
2.10,1963.80,1582615010590
2.10,1963.85,1582615012588
2.07,1963.25,1582615014590
2.10,1963.95,1582615016591
2.11,1964.00,1582615018559
2.11,1964.00,1582615020588
2.20,1965.90,1582615022584
2.17,1965.25,1582615024572
2.21,1966.00,1582615026589
2.26,1966.90,1582615028552
2.21,1966.05,1582615030588
2.26,1967.00,1582615032587
2.29,1967.50,1582615034549
2.27,1967.10,1582615036559
2.26,1967.00,1582615038589
2.26,1967.00,1582615040585
2.25,1966.80,1582615042559
2.26,1967.00,1582615044589
2.27,1967.10,1582615046569
2.26,1967.00,1582615048550
2.26,1967.00,1582615050588
2.26,1967.00,1582615052587
2.30,1967.75,1582615054588
2.26,1967.00,1582615056588
2.30,1967.75,1582615058545
2.30,1967.75,1582615060545
2.31,1967.95,1582615062589
2.34,1968.45,1582615064585
2.35,1968.70,1582615066550
2.31,1968.00,1582615068586
2.30,1967.75,1582615070586
2.30,1967.70,1582615072585
2.30,1967.70,1582615074586
2.27,1967.20,1582615076586
2.31,1967.95,1582615078584
2.31,1967.95,1582615080587
2.31,1968.00,1582615082571
2.36,1968.85,1582615084586
2.32,1968.20,1582615086587
2.39,1969.50,1582615088587
2.42,1970.00,1582615090587
2.42,1970.00,1582615092585
2.31,1968.00,1582615094586
2.31,1968.00,1582615096563
2.31,1968.00,1582615098586
2.30,1967.80,1582615100586
2.26,1967.00,1582615102561
2.26,1967.00,1582615104587
2.27,1967.25,1582615106585
2.27,1967.25,1582615108544
2.26,1966.95,1582615110586
2.26,1966.95,1582615112586
2.27,1967.25,1582615114587
2.24,1966.55,1582615116586
2.26,1967.00,1582615118583
2.21,1966.05,1582615120586
2.27,1967.25,1582615122585
2.26,1967.00,1582615124585
2.30,1967.75,1582615126586
2.31,1968.00,1582615128583
2.30,1967.75,1582615130585
2.30,1967.75,1582615132546
2.31,1968.00,1582615134586
2.31,1968.00,1582615136563
2.36,1968.90,1582615138585
2.39,1969.45,1582615140588
2.39,1969.40,1582615142587
2.39,1969.40,1582615144546
2.39,1969.45,1582615146587
2.41,1969.80,1582615148580
2.41,1969.80,1582615150573
2.41,1969.80,1582615152584
2.39,1969.45,1582615154542
2.39,1969.45,1582615156583
2.41,1969.90,1582615158585
2.41,1969.80,1582615160548
2.39,1969.45,1582615162555
2.39,1969.45,1582615164583
2.39,1969.40,1582615166546
2.39,1969.40,1582615168551
2.38,1969.20,1582615170544
2.31,1968.00,1582615172559
2.32,1968.15,1582615174585
2.36,1968.95,1582615176582
2.34,1968.60,1582615178584
2.31,1968.00,1582615180585
2.31,1968.00,1582615182546
2.26,1967.00,1582615184584
2.26,1967.00,1582615186584
2.26,1967.00,1582615188585
2.26,1967.00,1582615190582
2.26,1967.00,1582615192584
2.31,1968.00,1582615194582
2.31,1968.00,1582615196583
2.34,1968.60,1582615198546
2.32,1968.05,1582615200583
2.33,1968.30,1582615202934
2.31,1968.00,1582615204544
2.29,1967.60,1582615206581
2.33,1968.35,1582615208580
2.31,1968.00,1582615210545
2.31,1968.00,1582615212582
2.32,1968.15,1582615214581
2.37,1969.00,1582615216583
2.27,1967.20,1582615218584
2.31,1968.00,1582615220581
2.31,1968.00,1582615222580
2.26,1967.00,1582615224549
2.26,1967.00,1582615226581
2.26,1967.00,1582615228581
2.26,1967.00,1582615230583
2.26,1967.00,1582615232549
2.23,1966.40,1582615234582
2.26,1967.00,1582615236582
2.23,1966.45,1582615238582
2.26,1967.00,1582615240545
2.27,1967.25,1582615242585
2.27,1967.25,1582615244582
2.29,1967.55,1582615246540
2.31,1968.00,1582615248582
2.29,1967.60,1582615250582
2.27,1967.25,1582615252582
2.29,1967.60,1582615254580
2.27,1967.10,1582615256582
2.29,1967.60,1582615258547
2.29,1967.60,1582615260581
2.27,1967.25,1582615262580
2.26,1967.00,1582615264541
2.29,1967.60,1582615266578
2.31,1968.00,1582615268581
2.31,1967.90,1582615270582
2.34,1968.45,1582615272580
2.37,1969.00,1582615274581
2.34,1968.45,1582615276579
2.31,1968.00,1582615278551
2.31,1968.00,1582615280568
2.31,1967.85,1582615282555
2.27,1967.10,1582615284578
2.34,1968.45,1582615286580
2.30,1967.75,1582615288578
2.32,1968.10,1582615290581
2.34,1968.45,1582615292581
2.35,1968.70,1582615294581
2.42,1970.00,1582615296579
2.52,1972.00,1582615298578
2.50,1971.50,1582615300580
2.47,1971.05,1582615302578
2.49,1971.30,1582615304580
2.50,1971.60,1582615306542
2.52,1972.00,1582615308580
2.50,1971.60,1582615310580
2.49,1971.45,1582615312560
2.47,1971.05,1582615314580
2.47,1971.05,1582615316580
2.49,1971.35,1582615318580
2.50,1971.55,1582615320578
2.50,1971.55,1582615322580
2.52,1972.00,1582615324560
2.52,1972.00,1582615326579
2.48,1971.15,1582615328579
2.52,1972.00,1582615330579
2.51,1971.85,1582615332579
2.52,1972.00,1582615334578
2.52,1971.95,1582615336550
2.52,1972.00,1582615338576
2.51,1971.80,1582615340579
2.51,1971.85,1582615342536
2.50,1971.50,1582615344580
2.50,1971.50,1582615346579
2.52,1971.95,1582615348579
2.50,1971.50,1582615350577
2.52,1971.95,1582615352578
2.52,1972.00,1582615354538
2.50,1971.50,1582615356577
2.52,1971.95,1582615358578
2.47,1971.00,1582615360579
2.52,1971.95,1582615362579
2.51,1971.80,1582615364579
2.51,1971.80,1582615366545
2.51,1971.80,1582615368577
2.47,1971.00,1582615370578
2.48,1971.25,1582615372576
2.47,1971.00,1582615374578
2.52,1971.95,1582615376578
2.51,1971.75,1582615378535
2.47,1971.10,1582615380578
2.52,1971.90,1582615382578
2.47,1971.00,1582615384574
2.47,1971.00,1582615386572
2.47,1971.00,1582615388576
2.46,1970.90,1582615390544
2.50,1971.65,1582615392559
2.44,1970.50,1582615394538
2.45,1970.65,1582615396536
2.45,1970.65,1582615398578
2.45,1970.65,1582615400577
2.50,1971.50,1582615402535
2.45,1970.65,1582615404577
2.44,1970.50,1582615406569
2.44,1970.45,1582615408544
2.49,1971.35,1582615410574
2.44,1970.35,1582615412574
2.47,1971.00,1582615414577
2.48,1971.20,1582615416575
2.43,1970.25,1582615418573
2.47,1971.00,1582615420577
2.47,1971.00,1582615422576
2.43,1970.15,1582615424537
2.47,1971.00,1582615426539
2.47,1971.00,1582615428572
2.46,1970.75,1582615430575
2.50,1971.50,1582615432577
2.50,1971.50,1582615434576
2.47,1971.00,1582615436576
2.51,1971.75,1582615438577
2.47,1971.00,1582615440576
2.51,1971.85,1582615442577
2.52,1971.90,1582615444574
2.48,1971.20,1582615446573
2.52,1971.95,1582615448576
2.49,1971.30,1582615450571
2.52,1972.00,1582615452569
2.52,1972.00,1582615454532
2.49,1971.30,1582615456576
2.47,1971.00,1582615458572
2.47,1971.00,1582615460564
2.46,1970.85,1582615462548
2.42,1970.00,1582615464575
2.46,1970.75,1582615466574
2.45,1970.55,1582615468575
2.42,1970.00,1582615470575
2.41,1969.80,1582615472544
2.40,1969.70,1582615474568
2.41,1969.80,1582615476573
2.41,1969.90,1582615478546
2.42,1970.00,1582615480575
2.37,1969.15,1582615482573
2.37,1969.00,1582615484575
2.42,1970.05,1582615486548
2.37,1969.00,1582615488575
2.37,1969.00,1582615490569
2.37,1969.00,1582615492575
2.37,1969.00,1582615494574
2.35,1968.65,1582615496574
2.37,1969.00,1582615498537
2.31,1968.00,1582615500575
2.31,1968.00,1582615502545
2.44,1970.45,1582615504573
2.40,1969.75,1582615506546
2.38,1969.25,1582615508574
2.43,1970.20,1582615510574
2.38,1969.30,1582615512572
2.37,1969.00,1582615514545
2.37,1969.00,1582615516572
2.38,1969.30,1582615518574
2.42,1970.00,1582615520573
2.42,1970.00,1582615522571
2.42,1970.00,1582615524572
2.44,1970.45,1582615526571
2.44,1970.45,1582615528573
2.44,1970.35,1582615530574
2.44,1970.45,1582615532574
2.42,1970.00,1582615534530
2.41,1969.95,1582615536568
2.44,1970.50,1582615538573
2.45,1970.70,1582615540573
2.47,1971.00,1582615542546
2.44,1970.45,1582615544572
2.47,1971.00,1582615546570
2.44,1970.45,1582615548573
2.44,1970.50,1582615550572
2.44,1970.50,1582615552571
2.47,1970.95,1582615554573
2.47,1971.00,1582615556571
2.47,1971.00,1582615558552
2.42,1970.00,1582615560572
2.46,1970.90,1582615562572
2.43,1970.20,1582615564542
2.43,1970.20,1582615566569
2.43,1970.20,1582615568566
2.43,1970.20,1582615570569
2.43,1970.20,1582615572567
2.43,1970.20,1582615574572
2.43,1970.20,1582615576570
2.43,1970.20,1582615578570
2.43,1970.20,1582615580570
2.43,1970.20,1582615582569
2.43,1970.20,1582615584569
2.44,1970.50,1582615586571
2.44,1970.45,1582615588532
2.44,1970.45,1582615590569
2.46,1970.80,1582615592571
2.43,1970.25,1582615594540
2.47,1971.00,1582615596544
2.44,1970.50,1582615598570
2.47,1971.00,1582615600535
2.47,1971.00,1582615602532
2.47,1970.95,1582615604570
2.47,1971.00,1582615606568
2.47,1970.95,1582615608541
2.47,1970.95,1582615610541
2.44,1970.50,1582615612535
2.47,1970.95,1582615614568
2.47,1970.95,1582615616570
2.47,1970.95,1582615618571
2.46,1970.90,1582615620571
2.45,1970.70,1582615622560
2.47,1971.00,1582615624550
2.44,1970.50,1582615626561
2.42,1970.00,1582615628555
2.42,1970.00,1582615630570
2.42,1970.00,1582615632570
2.46,1970.80,1582615634567
2.46,1970.80,1582615636570
2.43,1970.20,1582615638569
2.42,1970.00,1582615640567
2.46,1970.85,1582615642526
2.46,1970.80,1582615644570
2.44,1970.45,1582615646569
2.42,1970.00,1582615648569
2.43,1970.30,1582615650570
2.45,1970.55,1582615652526
2.39,1969.50,1582615654570
2.39,1969.50,1582615656564
2.37,1969.15,1582615658557
2.41,1969.95,1582615660541
2.41,1969.95,1582615662565
2.38,1969.20,1582615664569
2.42,1970.00,1582615666569
2.45,1970.65,1582615668570
2.41,1969.95,1582615670569
2.45,1970.65,1582615672569
2.45,1970.70,1582615674538
2.45,1970.70,1582615676568
2.42,1970.05,1582615678540
2.46,1970.75,1582615680568
2.40,1969.60,1582615682569
2.39,1969.55,1582615684538
2.43,1970.25,1582615686568
2.43,1970.25,1582615688565
2.42,1970.00,1582615690568
2.43,1970.25,1582615692550
2.45,1970.70,1582615694568
2.43,1970.25,1582615696566
2.43,1970.30,1582615698564
2.47,1971.00,1582615700567
2.47,1971.05,1582615702540
2.48,1971.20,1582615704541
2.52,1971.95,1582615706568
2.48,1971.20,1582615708525
2.51,1971.85,1582615710528
2.51,1971.85,1582615712567
2.48,1971.25,1582615714524
2.45,1970.55,1582615716563
2.45,1970.55,1582615718566
2.47,1971.05,1582615720563
2.47,1971.05,1582615722548
2.50,1971.60,1582615724541
2.50,1971.55,1582615726563
2.48,1971.25,1582615728538
2.48,1971.25,1582615730566
2.45,1970.60,1582615732526
2.45,1970.60,1582615734567
2.48,1971.20,1582615736567
2.45,1970.55,1582615738529
2.50,1971.50,1582615740562
2.49,1971.30,1582615742544
2.48,1971.15,1582615744566
2.48,1971.20,1582615746555
2.47,1971.00,1582615748558
2.45,1970.60,1582615750524
2.47,1971.00,1582615752566
2.47,1971.00,1582615754566
2.45,1970.60,1582615756537
2.47,1971.05,1582615758540
2.50,1971.50,1582615760563
2.50,1971.50,1582615762560
2.50,1971.50,1582615764561
2.47,1971.05,1582615766567
2.47,1971.00,1582615768566
2.45,1970.60,1582615770529
2.45,1970.60,1582615772546
2.45,1970.55,1582615774530
2.47,1970.95,1582615776567
2.47,1971.00,1582615778526
2.45,1970.60,1582615780563
2.45,1970.60,1582615787006
2.44,1970.50,1582615787746
2.42,1970.00,1582615789775
2.46,1970.90,1582615791733
2.46,1970.85,1582615793769
2.42,1970.00,1582615795729
2.41,1969.80,1582615797765
2.42,1970.05,1582615799765
2.42,1970.05,1582615801762
2.42,1970.00,1582615803763
2.46,1970.75,1582615805762
2.42,1970.00,1582615807759
2.42,1970.00,1582615809760
2.45,1970.65,1582615811757
2.45,1970.70,1582615813757
2.45,1970.60,1582615815719
2.43,1970.15,1582615817758
2.47,1970.95,1582615819722
2.46,1970.75,1582615821754
2.47,1971.00,1582615823756
2.47,1971.00,1582615825757
2.42,1970.00,1582615827721
2.47,1971.00,1582615829713
2.46,1970.75,1582615831754
2.47,1971.00,1582615833713
2.46,1970.75,1582615835755
2.44,1970.50,1582615837729
2.44,1970.50,1582615839716
2.47,1971.00,1582615841717
2.44,1970.50,1582615843755
2.51,1971.85,1582615845750
2.52,1972.00,1582615847755
2.52,1972.00,1582615849751
2.61,1973.75,1582615851753
2.63,1974.00,1582615853710
2.63,1974.00,1582615855753
2.63,1974.00,1582615857715
2.63,1974.00,1582615859726
2.60,1973.55,1582615861754
2.58,1973.10,1582615863723
2.57,1973.00,1582615865751
2.50,1971.50,1582615867751
2.52,1971.95,1582615869751
2.57,1973.00,1582615871718
2.53,1972.10,1582615873715
2.57,1972.90,1582615875743
2.57,1972.95,1582615877714
2.53,1972.10,1582615879724
2.56,1972.75,1582615881753
2.54,1972.45,1582615883747
2.52,1972.05,1582615885751
2.59,1973.25,1582615887722
2.54,1972.40,1582615889742
2.62,1973.90,1582615891733
2.57,1973.00,1582615893753
2.58,1973.05,1582615895714
2.60,1973.60,1582615897751
2.61,1973.70,1582615899730
2.61,1973.70,1582615901723
2.62,1973.90,1582615903752
2.58,1973.05,1582615905752
2.62,1973.90,1582615907709
2.62,1973.90,1582615909751
2.63,1974.00,1582615911752
2.62,1973.95,1582615913752
2.62,1973.95,1582615915750
2.63,1974.00,1582615917750
2.71,1975.55,1582615919752
2.64,1974.35,1582615921752
2.63,1974.00,1582615923733
2.68,1975.00,1582615925751
2.72,1975.80,1582615927750
2.76,1976.65,1582615929732
2.68,1975.00,1582615931747
2.70,1975.50,1582615933752
2.72,1975.90,1582615935751
2.72,1975.80,1582615937751
2.74,1976.20,1582615939710
2.73,1976.00,1582615941723
2.72,1975.90,1582615943749
2.73,1975.95,1582615945742
2.73,1975.95,1582615947721
2.74,1976.15,1582615949720
2.75,1976.45,1582615951716
2.72,1975.90,1582615953707
2.75,1976.35,1582615955749
2.75,1976.45,1582615957718
2.74,1976.30,1582615959713
2.75,1976.35,1582615961713
2.73,1976.10,1582615963749
2.78,1976.90,1582615965750
2.78,1977.00,1582615967720
2.78,1976.90,1582615969719
2.78,1976.90,1582615971750
2.78,1977.00,1582615973750
2.73,1976.00,1582615975741
2.74,1976.15,1582615977750
2.75,1976.40,1582615979747
2.76,1976.50,1582615981724
2.76,1976.50,1582615983741
2.78,1977.00,1582615985706
2.76,1976.50,1582615987722
2.76,1976.50,1582615989707
2.76,1976.50,1582615991744
2.76,1976.50,1582615993747
2.76,1976.50,1582615995748
2.76,1976.50,1582615997748
2.76,1976.50,1582615999748
2.76,1976.50,1582616001745
2.76,1976.50,1582616003749
2.73,1976.10,1582616005746
2.76,1976.50,1582616007723
2.74,1976.15,1582616009747
2.74,1976.15,1582616011746
2.74,1976.20,1582616013709
2.73,1976.05,1582616015750
2.68,1975.00,1582616017749
2.73,1976.00,1582616019749
2.63,1974.00,1582616021749
2.66,1974.75,1582616023711
2.63,1974.00,1582616025749
2.65,1974.55,1582616027714
2.66,1974.70,1582616029746
2.72,1975.90,1582616031748
2.73,1976.00,1582616033706
2.72,1975.90,1582616035748
2.63,1974.10,1582616037716
2.64,1974.25,1582616039730
2.62,1973.90,1582616041711
2.57,1973.00,1582616043705
2.57,1973.00,1582616045747
2.57,1973.00,1582616047717
2.57,1973.00,1582616049708
2.57,1973.00,1582616051706
2.57,1973.00,1582616053747
2.57,1972.90,1582616055736
2.58,1973.15,1582616057747
2.62,1973.80,1582616059714
2.57,1972.90,1582616061745
2.63,1974.00,1582616063745
2.57,1973.00,1582616065747
2.55,1972.60,1582616067709
2.57,1973.00,1582616069731
2.57,1973.00,1582616071744
2.57,1973.00,1582616073711
2.57,1973.00,1582616075747
2.59,1973.40,1582616077745
2.60,1973.45,1582616079747
2.62,1973.90,1582616081708
2.62,1973.80,1582616083709
2.58,1973.10,1582616085704
2.62,1973.85,1582616087716
2.57,1973.00,1582616089744
2.58,1973.10,1582616091716
2.61,1973.65,1582616093747
2.58,1973.15,1582616095709
2.61,1973.65,1582616097746
2.58,1973.10,1582616099746
2.58,1973.10,1582616101744
2.58,1973.10,1582616103746
2.57,1973.00,1582616105746
2.58,1973.10,1582616107745
2.57,1973.00,1582616109736
2.58,1973.10,1582616111706
2.56,1972.70,1582616113745
2.52,1972.00,1582616115747
2.55,1972.50,1582616117744
2.52,1972.00,1582616119745
2.55,1972.50,1582616121745
2.55,1972.50,1582616123745
2.52,1972.00,1582616125712
2.52,1972.00,1582616127744
2.47,1971.10,1582616129746
2.47,1971.10,1582616131745
2.47,1971.00,1582616133746
2.47,1971.00,1582616135741
2.47,1971.10,1582616137741
2.47,1971.00,1582616139745
2.47,1971.10,1582616141745
2.48,1971.15,1582616143745
2.47,1971.00,1582616145721
2.42,1970.10,1582616147740
2.43,1970.25,1582616149741
2.43,1970.25,1582616151724
2.52,1972.05,1582616153744
2.52,1972.05,1582616155708
2.45,1970.60,1582616157745
2.48,1971.15,1582616159746
2.48,1971.15,1582616161717
2.47,1970.95,1582616163728
2.44,1970.50,1582616165741
2.44,1970.50,1582616167744
2.48,1971.15,1582616169741
2.48,1971.15,1582616171741
2.48,1971.15,1582616173745
2.47,1971.00,1582616175743
2.47,1971.00,1582616177739
2.47,1970.95,1582616179740
2.46,1970.85,1582616181701
2.42,1970.00,1582616183740
2.39,1969.50,1582616185743
2.37,1969.05,1582616187714
2.37,1969.05,1582616189744
2.41,1969.90,1582616191745
2.38,1969.25,1582616193745
2.38,1969.25,1582616195741
2.39,1969.50,1582616197718
2.37,1969.15,1582616199738
2.37,1969.15,1582616201726
2.37,1969.15,1582616203739
2.39,1969.50,1582616205740
2.42,1970.00,1582616207744
2.39,1969.55,1582616209739
2.42,1970.00,1582616211744
2.47,1971.00,1582616213699
2.48,1971.25,1582616215706
2.48,1971.15,1582616217744
2.50,1971.60,1582616219743
2.50,1971.60,1582616221743
2.52,1972.00,1582616223742
2.44,1970.50,1582616225738
2.44,1970.50,1582616227718
2.48,1971.15,1582616229742
2.47,1971.00,1582616231740
2.47,1971.00,1582616233738
2.45,1970.70,1582616235741
2.45,1970.70,1582616237710
2.47,1971.05,1582616239740
2.48,1971.15,1582616241737
2.48,1971.15,1582616243735
2.48,1971.15,1582616245740
2.48,1971.20,1582616247704
2.48,1971.20,1582616249737
2.47,1971.00,1582616251738
2.48,1971.25,1582616253735
2.47,1971.00,1582616255741
2.42,1970.00,1582616257738
2.45,1970.60,1582616259738
2.42,1970.00,1582616261701
2.42,1970.00,1582616263742
2.37,1969.10,1582616265718
2.37,1969.00,1582616267711
2.41,1969.95,1582616269704
2.39,1969.50,1582616271737
2.41,1969.85,1582616273741
2.41,1969.85,1582616275717
2.39,1969.50,1582616277742
2.37,1969.00,1582616279740
2.37,1969.00,1582616281707
2.37,1969.00,1582616283704
2.31,1968.00,1582616285741
2.31,1968.00,1582616287718
2.29,1967.50,1582616289701
2.29,1967.60,1582616291703
2.30,1967.65,1582616293696
2.30,1967.65,1582616295741
2.29,1967.60,1582616297735
2.29,1967.60,1582616299734
2.30,1967.75,1582616301741
2.36,1968.90,1582616303741
2.33,1968.25,1582616305715
2.37,1969.00,1582616307740
2.37,1969.10,1582616309741
2.37,1969.00,1582616311741
2.37,1969.00,1582616313702
2.32,1968.10,1582616315741
2.37,1969.00,1582616317735
2.30,1967.75,1582616319739
2.30,1967.80,1582616321740
2.26,1967.00,1582616323722
2.26,1967.00,1582616325729
2.26,1967.00,1582616327715
2.29,1967.60,1582616329740
2.26,1967.00,1582616331740
2.27,1967.10,1582616333740
2.21,1966.05,1582616335702
2.26,1967.00,1582616337735
2.26,1967.00,1582616339717
2.26,1967.00,1582616341725
2.16,1965.00,1582616343712
2.23,1966.45,1582616345739
2.21,1966.05,1582616347733
2.23,1966.35,1582616349739
2.21,1966.05,1582616351716
2.23,1966.35,1582616353739
2.27,1967.10,1582616355740
2.23,1966.35,1582616357695
2.26,1967.00,1582616359738
2.26,1967.05,1582616361721
2.29,1967.50,1582616363739
2.31,1968.00,1582616365734
2.24,1966.60,1582616367718
2.31,1968.00,1582616369733
2.32,1968.05,1582616371734
2.33,1968.25,1582616373739
2.32,1968.05,1582616375735
2.37,1969.00,1582616377695
2.33,1968.25,1582616379707
2.37,1969.15,1582616381734
2.37,1969.00,1582616383695
2.33,1968.30,1582616385733
2.37,1969.05,1582616387734
2.37,1969.05,1582616389737
2.34,1968.55,1582616391736
2.37,1969.00,1582616393734
2.40,1969.65,1582616395722
2.40,1969.75,1582616397738
2.41,1969.80,1582616399704
2.37,1969.10,1582616401738
2.37,1969.05,1582616403738
2.40,1969.75,1582616405735
2.41,1969.90,1582616407737
2.41,1969.90,1582616409708
2.41,1969.85,1582616411737
2.41,1969.85,1582616413736
2.41,1969.85,1582616415733
2.41,1969.80,1582616417737
2.41,1969.85,1582616419733
2.37,1969.10,1582616421712
2.37,1969.10,1582616423717
2.37,1969.00,1582616425703
2.36,1968.95,1582616427734
2.37,1969.15,1582616429735
2.37,1969.00,1582616431734
2.32,1968.20,1582616433738
2.33,1968.25,1582616435737
2.33,1968.25,1582616437699
2.32,1968.20,1582616439737
2.37,1969.00,1582616441736
2.33,1968.30,1582616443736
2.33,1968.40,1582616445692
2.33,1968.25,1582616447730
2.36,1968.90,1582616449707
2.33,1968.25,1582616451712
2.33,1968.25,1582616453711
2.33,1968.30,1582616455736
2.33,1968.30,1582616457735
2.36,1968.90,1582616459705
2.36,1968.90,1582616461734
2.36,1968.95,1582616463736
2.37,1969.15,1582616465717
2.37,1969.10,1582616467730
2.37,1969.10,1582616469729
2.37,1969.15,1582616471721
2.37,1969.10,1582616473735
2.37,1969.15,1582616475735
2.37,1969.10,1582616477704
2.39,1969.50,1582616479690
2.37,1969.10,1582616481736
2.37,1969.05,1582616483735
2.39,1969.50,1582616485715
2.37,1969.15,1582616487704
2.37,1969.15,1582616489734
2.37,1969.15,1582616491732
2.37,1969.15,1582616493734
2.37,1969.00,1582616495709
2.37,1969.00,1582616497728
2.37,1969.00,1582616499728
2.37,1969.15,1582616501733
2.37,1969.15,1582616503694
2.37,1969.15,1582616505706
2.37,1969.00,1582616507734
2.37,1969.00,1582616509720
2.36,1968.90,1582616511710
2.37,1969.00,1582616513708
2.33,1968.30,1582616515740
2.33,1968.30,1582616517734
2.39,1969.50,1582616519734
