percentage,amount,time
2.39,1969.50,1582616521729
2.39,1969.50,1582616523733
2.39,1969.50,1582616525728
2.39,1969.50,1582616527704
2.39,1969.50,1582616529694
2.40,1969.75,1582616531731
2.39,1969.50,1582616533729
2.39,1969.50,1582616535736
2.41,1969.85,1582616537688
2.40,1969.60,1582616539694
2.39,1969.50,1582616541731
2.39,1969.50,1582616543729
2.33,1968.40,1582616545711
2.39,1969.50,1582616547732
2.39,1969.45,1582616549599
2.37,1969.00,1582616551600
2.34,1968.50,1582616553600
2.39,1969.45,1582616555599
2.39,1969.45,1582616557599
2.32,1968.10,1582616559599
2.32,1968.10,1582616561599
2.32,1968.05,1582616563599
2.31,1968.00,1582616565598
2.31,1968.00,1582616567599
2.31,1968.00,1582616569599
2.31,1968.00,1582616571598
2.30,1967.80,1582616573599
2.30,1967.80,1582616575599
2.30,1967.75,1582616577598
2.26,1967.05,1582616579598
2.30,1967.70,1582616581599
2.31,1967.85,1582616583599
2.27,1967.25,1582616585599
2.30,1967.75,1582616587598
2.27,1967.25,1582616589599
2.30,1967.75,1582616591598
2.30,1967.75,1582616593598
2.26,1967.05,1582616595598
2.30,1967.70,1582616597598
2.30,1967.70,1582616599598
2.31,1968.00,1582616601597
2.36,1968.80,1582616603598
2.32,1968.10,1582616605598
2.35,1968.75,1582616607598
2.34,1968.60,1582616609597
2.36,1968.80,1582616611598
2.33,1968.35,1582616613598
2.38,1969.30,1582616615597
2.38,1969.30,1582616617598
2.38,1969.30,1582616619597
2.31,1968.00,1582616621597
2.32,1968.20,1582616623597
2.32,1968.05,1582616625597
2.36,1968.80,1582616627597
2.37,1969.10,1582616629597
2.37,1969.00,1582616631597
2.37,1969.00,1582616633597
2.38,1969.25,1582616635597
2.37,1969.00,1582616637597
2.37,1969.00,1582616639597
2.39,1969.50,1582616641596
2.36,1968.95,1582616643597
2.30,1967.75,1582616645597
2.30,1967.80,1582616647597
2.31,1968.00,1582616649597
2.28,1967.30,1582616651597
2.30,1967.75,1582616653597
2.28,1967.30,1582616655596
2.28,1967.30,1582616657596
2.27,1967.10,1582616659596
2.26,1966.90,1582616661596
2.17,1965.30,1582616663596
2.21,1965.95,1582616665596
2.18,1965.40,1582616667596
2.18,1965.40,1582616669595
2.18,1965.45,1582616671596
2.18,1965.45,1582616673596
2.18,1965.45,1582616675596
2.13,1964.40,1582616677596
2.13,1964.40,1582616679596
2.06,1963.20,1582616681596
2.06,1963.20,1582616683596
2.16,1965.05,1582616685601
2.17,1965.20,1582616687596
2.16,1965.05,1582616689596
2.16,1965.05,1582616691596
2.17,1965.20,1582616693595
2.21,1966.00,1582616695595
2.17,1965.15,1582616697595
2.21,1966.00,1582616699595
2.18,1965.45,1582616701595
2.17,1965.25,1582616703595
2.21,1965.95,1582616705594
2.23,1966.30,1582616707595
2.21,1966.10,1582616709594
2.23,1966.30,1582616711595
2.25,1966.70,1582616713595
2.25,1966.70,1582616715595
2.23,1966.30,1582616717595
2.23,1966.30,1582616719595
2.25,1966.75,1582616721595
2.26,1967.00,1582616723595
2.24,1966.60,1582616725594
2.29,1967.50,1582616727595
2.29,1967.50,1582616729594
2.23,1966.30,1582616731594
2.23,1966.30,1582616733594
2.31,1967.90,1582616735594
2.30,1967.70,1582616737594
2.26,1967.00,1582616739594
2.30,1967.70,1582616741594
2.30,1967.65,1582616743594
2.30,1967.65,1582616745594
2.26,1967.00,1582616747593
2.29,1967.60,1582616749594
2.26,1966.95,1582616751593
2.26,1966.95,1582616753593
2.29,1967.50,1582616755593
2.26,1967.00,1582616757594
2.26,1967.00,1582616759594
2.24,1966.55,1582616761594
2.26,1967.00,1582616763605
2.26,1966.95,1582616765593
2.26,1966.95,1582616767593
2.26,1966.95,1582616769593
2.24,1966.60,1582616771593
2.26,1966.95,1582616773593
2.24,1966.60,1582616775594
2.26,1966.95,1582616777593
2.24,1966.60,1582616779593
2.26,1966.95,1582616781592
2.25,1966.70,1582616783593
2.24,1966.60,1582616785593
2.26,1966.95,1582616787592
2.24,1966.60,1582616789593
2.25,1966.80,1582616791593
2.24,1966.50,1582616793593
2.26,1966.95,1582616795592
2.24,1966.50,1582616797592
2.24,1966.50,1582616799592
2.26,1967.00,1582616801592
2.26,1967.00,1582616803592
2.28,1967.45,1582616805595
2.27,1967.25,1582616807592
2.33,1968.35,1582616809593
2.29,1967.50,1582616811592
2.29,1967.50,1582616813657
2.29,1967.55,1582616815591
2.29,1967.55,1582616817591
2.29,1967.55,1582616819592
2.29,1967.55,1582616821592
2.29,1967.50,1582616823592
2.29,1967.55,1582616825592
2.29,1967.50,1582616827592
2.28,1967.45,1582616829605
2.28,1967.45,1582616831592
2.29,1967.55,1582616833592
2.29,1967.55,1582616835592
2.34,1968.55,1582616837592
2.29,1967.55,1582616839591
2.29,1967.55,1582616841592
2.29,1967.55,1582616843592
2.31,1967.95,1582616845592
2.29,1967.55,1582616847591
2.31,1967.95,1582616849592
2.29,1967.60,1582616851591
2.29,1967.55,1582616853591
2.29,1967.55,1582616855591
2.26,1967.00,1582616857591
2.31,1968.00,1582616859590
2.32,1968.15,1582616861591
2.31,1968.00,1582616863591
2.31,1968.00,1582616865591
2.31,1968.00,1582616867591
2.31,1968.00,1582616869590
2.31,1968.00,1582616871591
2.31,1968.00,1582616873590
2.31,1968.00,1582616875591
2.31,1968.00,1582616877590
2.28,1967.45,1582616879590
2.31,1968.00,1582616881591
2.31,1968.00,1582616883591
2.28,1967.40,1582616885590
2.29,1967.55,1582616887590
2.31,1968.00,1582616889590
2.27,1967.25,1582616891590
2.31,1968.00,1582616893591
2.27,1967.25,1582616895590
2.31,1968.00,1582616897591
2.31,1968.00,1582616899591
2.33,1968.40,1582616901591
2.35,1968.70,1582616903590
2.36,1968.80,1582616905589
2.36,1968.80,1582616907590
2.32,1968.20,1582616909590
2.36,1968.80,1582616911590
2.36,1968.80,1582616913590
2.33,1968.25,1582616915589
2.34,1968.60,1582616917589
2.37,1969.00,1582616919589
2.41,1969.85,1582616921590
2.55,1972.50,1582616923589
2.55,1972.50,1582616925886
2.55,1972.50,1582616927589
2.52,1972.05,1582616929590
2.52,1972.00,1582616931590
2.57,1973.00,1582616933589
2.52,1972.05,1582616935589
2.55,1972.50,1582616937589
2.57,1973.00,1582616939589
2.57,1973.00,1582616941590
2.63,1974.00,1582616943589
2.55,1972.50,1582616945588
2.57,1972.85,1582616947589
2.57,1973.00,1582616949588
2.37,1969.00,1582616951589
2.43,1970.30,1582616953661
2.47,1971.00,1582616955589
2.56,1972.65,1582616957588
2.58,1973.15,1582616959588
2.54,1972.30,1582616961589
2.58,1973.15,1582616963588
2.61,1973.75,1582616965588
2.53,1972.20,1582616967588
2.57,1972.85,1582616969588
2.61,1973.75,1582616971588
2.58,1973.05,1582616973589
2.58,1973.20,1582616975588
2.58,1973.20,1582616977588
2.55,1972.50,1582616979588
2.60,1973.50,1582616981588
2.60,1973.50,1582616983632
2.58,1973.05,1582616985588
2.62,1973.85,1582616987587
2.54,1972.45,1582616989588
2.54,1972.40,1582616991587
2.52,1971.90,1582616993588
2.52,1971.90,1582616995587
2.57,1972.90,1582616997588
2.48,1971.15,1582616999587
2.53,1972.25,1582617001587
2.53,1972.20,1582617003587
2.56,1972.70,1582617005588
2.47,1971.00,1582617007588
2.52,1972.00,1582617009587
2.52,1972.00,1582617011587
2.49,1971.30,1582617013587
2.52,1972.00,1582617015586
2.52,1971.95,1582617017587
2.50,1971.65,1582617019587
2.52,1972.00,1582617021587
2.50,1971.50,1582617023587
2.52,1971.95,1582617025587
2.52,1972.00,1582617027595
2.52,1971.95,1582617029587
2.52,1972.00,1582617031587
2.52,1972.00,1582617033587
2.52,1971.95,1582617035587
2.52,1971.95,1582617037587
2.52,1971.95,1582617039586
2.52,1971.90,1582617041586
2.52,1972.00,1582617043586
2.52,1972.00,1582617045586
2.52,1971.90,1582617047586
2.52,1972.00,1582617049586
2.49,1971.30,1582617051586
2.52,1971.90,1582617053585
2.52,1971.90,1582617055586
2.52,1971.90,1582617057585
2.52,1972.00,1582617059586
2.56,1972.65,1582617061585
2.57,1972.85,1582617063585
2.52,1971.90,1582617065586
2.52,1971.90,1582617067586
2.57,1972.85,1582617069586
2.56,1972.80,1582617071585
2.57,1972.85,1582617073584
2.52,1972.00,1582617075585
2.56,1972.75,1582617077585
2.53,1972.15,1582617079585
2.57,1973.00,1582617081584
2.57,1972.95,1582617083584
2.57,1973.00,1582617085585
2.57,1973.00,1582617087591
2.57,1973.00,1582617089584
2.57,1973.00,1582617091584
2.62,1973.95,1582617093584
2.62,1973.95,1582617095585
2.57,1973.00,1582617097584
2.61,1973.70,1582617099584
2.60,1973.60,1582617101584
2.58,1973.05,1582617103585
2.55,1972.50,1582617105583
2.54,1972.40,1582617107932
2.54,1972.40,1582617109585
2.55,1972.50,1582617111585
2.59,1973.30,1582617113584
2.58,1973.05,1582617115584
2.56,1972.70,1582617117583
2.58,1973.05,1582617119583
2.58,1973.05,1582617121584
2.62,1973.80,1582617123584
2.63,1974.00,1582617125584
2.60,1973.60,1582617127583
2.62,1973.85,1582617129585
2.58,1973.10,1582617131584
2.63,1974.00,1582617133585
2.57,1973.00,1582617135584
2.58,1973.20,1582617137584
2.61,1973.70,1582617139585
2.61,1973.70,1582617141583
2.58,1973.05,1582617143584
2.61,1973.70,1582617145585
2.58,1973.10,1582617147584
2.59,1973.40,1582617149584
2.59,1973.35,1582617151585
2.61,1973.70,1582617153585
2.63,1974.00,1582617155583
2.47,1971.00,1582617157669
2.58,1973.20,1582617159710
2.59,1973.35,1582617161685
2.61,1973.70,1582617163714
2.57,1973.00,1582617165713
2.56,1972.70,1582617167714
2.61,1973.65,1582617169703
2.55,1972.55,1582617171675
2.62,1973.80,1582617173676
2.57,1973.00,1582617175712
2.62,1973.80,1582617177709
2.62,1973.80,1582617179709
2.57,1973.00,1582617181714
2.60,1973.60,1582617183714
2.61,1973.75,1582617185711
2.58,1973.20,1582617187684
2.54,1972.30,1582617189680
2.54,1972.30,1582617191711
2.54,1972.30,1582617193710
2.54,1972.30,1582617195712
2.58,1973.20,1582617197674
2.57,1972.95,1582617199709
2.53,1972.25,1582617201675
2.60,1973.50,1582617203673
2.58,1973.20,1582617205710
2.60,1973.50,1582617207694
2.54,1972.35,1582617209784
2.54,1972.35,1582618982013
2.54,1972.35,1582618983579
2.54,1972.35,1582618985814
2.54,1972.35,1582618987812
2.86,1978.50,1582618989823
2.83,1978.00,1582618991819
2.83,1978.00,1582618993784
2.84,1978.05,1582618995850
2.83,1978.00,1582618997819
2.83,1978.00,1582618999776
2.83,1978.00,1582619001690
2.81,1977.50,1582619003688
2.81,1977.50,1582619005689
2.75,1976.35,1582619007689
2.74,1976.15,1582619009688
2.74,1976.15,1582619011689
2.74,1976.15,1582619013807
2.75,1976.40,1582619015818
2.74,1976.15,1582619017815
2.75,1976.45,1582619019817
2.79,1977.20,1582619021817
2.78,1977.00,1582619023772
2.78,1977.00,1582619025780
2.78,1977.00,1582619027819
2.79,1977.15,1582619029817
2.79,1977.15,1582619031812
2.79,1977.15,1582619033817
2.78,1977.00,1582619035817
2.80,1977.30,1582619037817
2.74,1976.30,1582619039816
2.79,1977.15,1582619041818
2.82,1977.80,1582619043778
2.79,1977.15,1582619045787
2.78,1977.00,1582619047817
2.76,1976.50,1582619049775
2.78,1977.00,1582619051812
2.78,1976.95,1582619053790
2.74,1976.25,1582619055814
2.78,1977.00,1582619057814
2.74,1976.25,1582619059817
2.79,1977.10,1582619061811
2.75,1976.40,1582619063815
2.77,1976.80,1582619065816
2.73,1976.00,1582619067816
2.73,1976.05,1582619069824
2.73,1976.05,1582619071787
2.73,1976.00,1582619073816
2.78,1977.00,1582619075815
2.74,1976.15,1582619077814
2.73,1976.10,1582619079815
2.73,1976.10,1582619081813
2.74,1976.20,1582619083813
2.74,1976.25,1582619085810
2.78,1977.00,1582619087811
2.76,1976.55,1582619089809
2.74,1976.25,1582619091798
2.74,1976.25,1582619093800
2.74,1976.25,1582619095812
2.76,1976.50,1582619097815
2.76,1976.50,1582619099795
2.76,1976.50,1582619101815
2.77,1976.85,1582619103815
2.74,1976.25,1582619105777
2.74,1976.25,1582619107796
2.73,1976.05,1582619109787
2.74,1976.30,1582619111814
2.73,1976.05,1582619113813
2.73,1976.00,1582619115783
2.73,1976.10,1582619117814
2.73,1976.00,1582619120050
2.73,1976.00,1582619121788
2.73,1976.00,1582619123806
2.73,1976.00,1582619125776
2.73,1976.10,1582619127814
2.77,1976.80,1582619129814
2.74,1976.15,1582619131778
2.74,1976.25,1582619133814
2.74,1976.15,1582619135812
2.74,1976.15,1582619137790
2.74,1976.20,1582619139814
2.74,1976.20,1582619141812
2.73,1976.10,1582619143815
2.74,1976.20,1582619145811
2.73,1976.10,1582619147812
2.73,1976.10,1582619149811
2.73,1976.10,1582619151796
2.73,1976.10,1582619153812
2.72,1975.90,1582619155813
2.72,1975.85,1582619157777
2.72,1975.85,1582619159775
2.72,1975.90,1582619161784
2.70,1975.50,1582619163785
2.78,1977.00,1582619165814
2.70,1975.50,1582619167810
2.68,1975.10,1582619169813
2.70,1975.50,1582619171771
2.70,1975.50,1582619173775
2.70,1975.50,1582619175784
2.66,1974.70,1582619177808
2.69,1975.20,1582619179811
2.58,1973.15,1582619181784
2.59,1973.35,1582619183779
2.63,1974.00,1582619185775
2.57,1972.90,1582619187813
2.59,1973.25,1582619189809
2.60,1973.45,1582619191811
2.60,1973.55,1582619193791
2.62,1973.90,1582619195811
2.58,1973.05,1582619197784
2.59,1973.40,1582619199807
2.58,1973.05,1582619201785
2.58,1973.10,1582619203807
2.58,1973.10,1582619205797
2.63,1974.10,1582619207799
2.58,1973.05,1582619209810
2.60,1973.55,1582619211811
2.60,1973.55,1582619213810
2.60,1973.50,1582619215812
2.60,1973.50,1582619217797
2.60,1973.50,1582619219792
2.57,1973.00,1582619221811
2.57,1973.00,1582619223814
2.57,1973.00,1582619225811
2.57,1973.00,1582619227778
2.60,1973.50,1582619229807
2.59,1973.25,1582619231809
2.60,1973.50,1582619233801
2.60,1973.50,1582619235807
2.63,1974.00,1582619237777
2.63,1974.05,1582619239785
2.60,1973.50,1582619241805
2.63,1974.05,1582619243783
2.60,1973.55,1582619245810
2.60,1973.55,1582619247809
2.66,1974.70,1582619249810
2.64,1974.20,1582619251807
2.64,1974.20,1582619253783
2.68,1975.00,1582619255807
2.68,1975.00,1582619257772
2.69,1975.15,1582619259791
2.66,1974.70,1582619261807
2.65,1974.45,1582619263805
2.71,1975.65,1582619265808
2.66,1974.75,1582619267808
2.71,1975.70,1582619269808
2.71,1975.70,1582619271804
2.68,1975.00,1582619273776
2.68,1975.00,1582619275791
2.67,1974.90,1582619277810
2.71,1975.70,1582619279768
2.73,1976.00,1582619281771
2.67,1974.80,1582619283809
2.67,1974.90,1582619285792
2.67,1974.90,1582619287778
2.67,1974.90,1582619289804
2.67,1974.90,1582619291808
2.67,1974.90,1582619293808
2.67,1974.90,1582619295778
2.65,1974.50,1582619297808
2.68,1975.00,1582619299770
2.68,1975.00,1582619301779
2.65,1974.50,1582619303808
2.65,1974.45,1582619305805
2.65,1974.45,1582619307808
2.62,1973.90,1582619309807
2.62,1973.95,1582619311809
2.60,1973.50,1582619313806
2.62,1973.95,1582619315782
2.63,1974.05,1582619317780
2.63,1974.05,1582619319807
2.63,1974.05,1582619321807
2.63,1974.05,1582619323807
2.65,1974.50,1582619325778
2.63,1974.00,1582619327779
2.57,1972.90,1582619329808
2.52,1972.05,1582619331808
2.53,1972.10,1582619333805
2.52,1972.05,1582619335805
2.59,1973.25,1582619337807
2.52,1972.05,1582619339806
2.53,1972.20,1582619341799
2.59,1973.35,1582619343803
2.57,1973.00,1582619345805
2.57,1973.00,1582619347768
2.55,1972.55,1582619349807
2.58,1973.10,1582619351805
2.58,1973.10,1582619353806
2.57,1972.90,1582619355807
2.57,1973.00,1582619357808
2.57,1973.00,1582619359806
2.55,1972.55,1582619361804
2.55,1972.55,1582619363804
2.55,1972.55,1582619365766
2.55,1972.50,1582619367769
2.55,1972.50,1582619369789
2.55,1972.50,1582619371803
2.55,1972.50,1582619373796
2.55,1972.55,1582619375766
2.57,1973.00,1582619377804
2.57,1973.00,1582619379768
2.57,1973.00,1582619381778
2.55,1972.55,1582619383807
2.57,1973.00,1582619385806
2.57,1973.00,1582619387806
2.56,1972.80,1582619389808
2.56,1972.80,1582619391768
2.60,1973.50,1582619393805
2.57,1973.00,1582619395805
2.57,1973.00,1582619397766
2.58,1973.10,1582619399806
2.58,1973.10,1582619401803
2.61,1973.65,1582619403770
2.58,1973.10,1582619405805
2.58,1973.10,1582619407778
2.58,1973.10,1582619409805
2.58,1973.10,1582619411803
2.55,1972.50,1582619413803
2.58,1973.05,1582619415804
2.57,1973.00,1582619417802
2.55,1972.50,1582619419803
2.55,1972.50,1582619421768
2.53,1972.15,1582619424162
2.55,1972.50,1582619425804
2.55,1972.50,1582619427802
2.53,1972.15,1582619429763
2.55,1972.50,1582619431804
2.55,1972.50,1582619433804
2.52,1972.05,1582619435803
2.52,1972.00,1582619437804
2.52,1971.95,1582619439804
2.51,1971.70,1582619441802
2.47,1971.00,1582619443805
2.50,1971.50,1582619445804
2.47,1971.00,1582619447774
2.50,1971.55,1582619449807
2.47,1971.00,1582619451802
2.47,1971.00,1582619453776
2.21,1966.00,1582619455800
2.35,1968.75,1582619457804
2.24,1966.55,1582619459766
2.26,1967.00,1582619461804
2.30,1967.75,1582619463775
2.28,1967.30,1582619465803
2.28,1967.45,1582619467803
2.30,1967.75,1582619469777
2.31,1968.00,1582619471804
2.30,1967.75,1582619473766
2.34,1968.45,1582619475776
2.36,1968.85,1582619477777
2.36,1968.90,1582619479803
2.36,1968.90,1582619481759
2.36,1968.90,1582619483767
2.36,1968.90,1582619485785
2.30,1967.75,1582619487803
2.33,1968.35,1582619489802
2.30,1967.65,1582619491777
2.28,1967.35,1582619493801
2.31,1968.00,1582619495768
2.31,1968.00,1582619497803
2.26,1967.00,1582619499800
2.24,1966.55,1582619501801
2.23,1966.45,1582619503799
2.21,1966.00,1582619505797
2.16,1965.00,1582619507779
2.21,1966.00,1582619509802
2.20,1965.90,1582619511802
2.16,1965.00,1582619513801
2.16,1965.00,1582619515771
2.16,1965.00,1582619517787
2.16,1965.00,1582619519820
2.21,1966.10,1582619521802
2.22,1966.25,1582619523802
2.25,1966.85,1582619525799
2.19,1965.65,1582619527960
2.24,1966.65,1582619529801
2.21,1966.00,1582619531796
2.16,1965.05,1582619533772
2.21,1966.05,1582619535772
1.59,1954.00,1582619537801
1.67,1955.70,1582619539802
1.68,1955.75,1582619541800
1.58,1953.95,1582619543786
1.69,1956.00,1582619545799
1.69,1956.10,1582619547762
1.74,1957.00,1582619549775
1.76,1957.30,1582619551799
1.75,1957.15,1582619553801
1.76,1957.30,1582619555800
1.74,1956.95,1582619557800
1.69,1956.00,1582619559781
1.58,1953.80,1582619561801
1.63,1954.80,1582619563801
1.54,1953.05,1582619565801
1.39,1950.20,1582619567800
1.47,1951.70,1582619569977
1.53,1952.90,1582619571800
1.51,1952.50,1582619573800
1.53,1952.90,1582619575800
1.54,1953.05,1582619577799
1.56,1953.45,1582619579795
1.60,1954.20,1582619581799
1.53,1953.00,1582619583784
1.72,1956.55,1582619585799
1.74,1957.00,1582619587776
1.74,1957.00,1582619589797
1.74,1956.95,1582619591799
1.69,1956.00,1582619593769
1.69,1956.00,1582619595762
1.73,1956.70,1582619597797
1.74,1957.05,1582619599773
1.69,1956.00,1582619601799
1.69,1956.00,1582619603770
1.69,1956.00,1582619605761
1.67,1955.65,1582619607760
1.75,1957.20,1582619609768
1.85,1959.00,1582619611816
1.85,1959.00,1582619613793
1.84,1958.90,1582619615797
1.94,1960.90,1582619617761
2.00,1962.00,1582619619761
1.97,1961.40,1582619621796
1.96,1961.20,1582619623772
2.00,1961.90,1582619625799
2.04,1962.70,1582619627792
1.92,1960.35,1582619629799
2.07,1963.40,1582619631771
1.95,1961.05,1582619633756
2.10,1963.95,1582619635795
2.05,1962.95,1582619637798
2.00,1962.00,1582619639781
2.17,1965.25,1582619641757
2.02,1962.35,1582619643799
2.16,1965.00,1582619645795
2.00,1962.00,1582619647798
2.02,1962.35,1582619649798
2.15,1964.85,1582619651771
2.05,1963.00,1582619653775
2.08,1963.50,1582619655786
2.05,1963.00,1582619657796
2.14,1964.60,1582619659797
2.05,1963.00,1582619661795
2.06,1963.05,1582619663797
2.13,1964.50,1582619665785
2.13,1964.40,1582619667797
2.11,1964.00,1582619669767
2.11,1964.00,1582619671754
2.14,1964.75,1582619673786
2.12,1964.25,1582619675797
2.08,1963.50,1582619677797
2.10,1963.80,1582619679758
2.11,1964.00,1582619681758
2.05,1962.95,1582619683795
2.05,1963.00,1582619685796
2.04,1962.75,1582619687797
2.04,1962.75,1582619689797
2.05,1963.00,1582619691796
2.04,1962.75,1582619693802
2.04,1962.75,1582619695796
2.04,1962.75,1582619697756
2.05,1963.00,1582619699754
2.02,1962.30,1582619701768
2.00,1962.00,1582619703794
2.01,1962.10,1582619705767
2.00,1962.00,1582619707795
1.97,1961.35,1582619709801
1.94,1960.90,1582619711794
1.92,1960.50,1582619713793
1.92,1960.50,1582619716133
1.90,1960.00,1582619717793
1.92,1960.40,1582619719794
1.93,1960.60,1582619721766
1.95,1961.00,1582619723791
1.92,1960.50,1582619725795
1.90,1960.00,1582619727794
1.90,1960.00,1582619729767
1.92,1960.50,1582619731758
1.90,1960.05,1582619733797
1.90,1960.05,1582619735794
1.90,1960.00,1582619737792
1.85,1959.00,1582619739794
1.85,1959.00,1582619741798
1.79,1958.00,1582619743764
1.82,1958.50,1582619745791
1.81,1958.25,1582619747792
1.85,1959.05,1582619749792
1.85,1959.05,1582619751793
1.82,1958.45,1582619753795
1.82,1958.55,1582619755757
1.90,1960.00,1582619757794
1.87,1959.50,1582619759792
1.85,1959.00,1582619761791
1.80,1958.10,1582619763800
1.79,1958.00,1582619765755
1.78,1957.80,1582619767794
1.74,1957.00,1582619769767
1.70,1956.20,1582619771756
1.78,1957.70,1582619773757
1.74,1957.00,1582619775791
1.71,1956.45,1582619777793
1.72,1956.50,1582619779789
1.72,1956.50,1582619781793
1.69,1956.00,1582619783791
1.73,1956.85,1582619785792
1.67,1955.65,1582619787790
1.74,1957.00,1582619789765
1.74,1957.00,1582619791794
1.73,1956.75,1582619793793
1.69,1956.00,1582619795793
1.73,1956.75,1582619797773
1.74,1957.00,1582619799761
1.79,1958.00,1582619801790
1.84,1958.80,1582619803777
1.82,1958.50,1582619805791
1.81,1958.35,1582619807770
1.85,1959.00,1582619809791
1.85,1959.00,1582619811793
1.81,1958.40,1582619813792
1.81,1958.40,1582619815755
1.84,1958.95,1582619817791
1.85,1959.00,1582619819790
1.85,1959.00,1582619821749
1.81,1958.40,1582619823751
1.82,1958.50,1582619825792
1.81,1958.35,1582619827791
1.79,1957.90,1582619829791
1.79,1957.90,1582619831780
1.79,1957.85,1582619833792
1.74,1957.00,1582619835789
1.73,1956.85,1582619837791
1.72,1956.60,1582619839766
1.75,1957.25,1582619841790
1.75,1957.20,1582619843762
1.84,1958.90,1582619845765
1.79,1958.00,1582619847792
1.83,1958.75,1582619849789
1.74,1957.05,1582619851791
1.82,1958.55,1582619853788
1.81,1958.30,1582619855753
1.81,1958.30,1582619857779
1.84,1958.80,1582619859789
1.79,1958.00,1582619862077
1.79,1958.00,1582619863789
1.79,1958.00,1582619865753
1.79,1958.00,1582619867791
1.80,1958.10,1582619869789
1.81,1958.30,1582619871791
1.81,1958.30,1582619873766
1.79,1958.00,1582619875747
1.80,1958.10,1582619877788
1.80,1958.10,1582619879756
1.81,1958.30,1582619881786
1.84,1958.85,1582619883961
1.83,1958.70,1582619885790
1.84,1958.95,1582619887780
1.85,1959.00,1582619889787
1.90,1960.00,1582619891751
2.03,1962.55,1582619893787
2.00,1962.00,1582619895789
1.95,1961.05,1582619897789
1.98,1961.50,1582619899791
2.00,1961.95,1582619901758
1.95,1961.00,1582619903806
1.95,1961.00,1582619905768
1.98,1961.50,1582619907789
1.95,1961.00,1582619909788
1.90,1960.00,1582619911762
1.89,1959.95,1582619913788
1.88,1959.65,1582619915787
1.86,1959.25,1582619917789
1.89,1959.95,1582619919788
1.89,1959.95,1582619921762
1.89,1959.90,1582619923786
1.86,1959.30,1582619925789
1.88,1959.65,1582619927750
1.88,1959.65,1582619929758
1.85,1959.00,1582619931783
1.85,1959.00,1582619933789
1.82,1958.60,1582619935786
1.84,1958.90,1582619937757
1.79,1958.00,1582619939766
1.79,1958.00,1582619941776
1.79,1958.00,1582619943775
1.79,1958.00,1582619945768
1.79,1957.90,1582619947788
1.78,1957.70,1582619949958
1.74,1957.00,1582619951788
1.72,1956.55,1582619953760
1.72,1956.55,1582619955749
1.74,1957.00,1582619957750
1.75,1957.10,1582619959788
1.75,1957.25,1582619961759
1.74,1956.90,1582619963757
1.74,1956.90,1582619965787
1.74,1956.95,1582619967788
1.74,1957.00,1582619969788
1.74,1957.00,1582619971758
1.74,1957.00,1582619973748
1.74,1956.90,1582619975787
1.72,1956.50,1582619977786
1.72,1956.50,1582619979786
1.74,1957.00,1582619981769
1.74,1956.90,1582619983747
1.74,1957.00,1582619985787
1.70,1956.20,1582619987788
1.71,1956.45,1582619989746
1.69,1956.10,1582619991749
1.69,1956.10,1582619993757
1.69,1956.10,1582619995785
1.78,1957.65,1582619997786
1.79,1958.00,1582619999784
1.84,1958.90,1582620001766
1.83,1958.75,1582620003784
1.81,1958.35,1582620005748
1.83,1958.65,1582620007751
1.81,1958.30,1582620009785
1.81,1958.35,1582620011784
1.85,1959.00,1582620013785
1.87,1959.55,1582620015747
1.85,1959.00,1582620017786
1.87,1959.55,1582620019783
1.85,1959.00,1582620021779
1.85,1959.00,1582620023780
1.83,1958.75,1582620025748
1.82,1958.60,1582620027784
1.85,1959.00,1582620029756
1.85,1959.00,1582620031755
1.85,1959.00,1582620033785
1.85,1959.00,1582620035782
1.85,1959.05,1582620037768
1.85,1959.00,1582620039785
1.85,1959.15,1582620041784
1.85,1959.10,1582620043747
1.85,1959.10,1582620045782
1.85,1959.05,1582620047757
1.85,1959.00,1582620049754
1.85,1959.00,1582620051784
1.95,1961.00,1582620053782
1.87,1959.50,1582620055777
1.87,1959.55,1582620057849
2.00,1962.00,1582620059758
1.95,1961.00,1582620061783
1.95,1961.00,1582620063782
1.98,1961.50,1582620065784
2.00,1961.90,1582620067757
1.95,1961.05,1582620069762
1.91,1960.15,1582620071754
1.94,1960.90,1582620073783
1.88,1959.75,1582620075781
1.89,1959.90,1582620077782
1.87,1959.50,1582620079783
1.90,1960.00,1582620081783
1.91,1960.15,1582620083785
1.90,1960.00,1582620085783
1.92,1960.50,1582620087782
1.89,1959.80,1582620089781
1.91,1960.15,1582620091784
1.88,1959.65,1582620093781
1.89,1959.85,1582620095784
1.89,1959.80,1582620097784
1.88,1959.65,1582620099782
1.88,1959.70,1582620101759
1.89,1959.80,1582620103758
1.88,1959.65,1582620105752
1.89,1959.85,1582620107754
1.89,1959.80,1582620109779
1.88,1959.65,1582620111788
1.89,1959.80,1582620113746
1.88,1959.65,1582620115769
1.88,1959.75,1582620117785
1.87,1959.50,1582620119784
1.87,1959.45,1582620121745
1.84,1958.95,1582620123777
1.83,1958.75,1582620125785
1.84,1958.95,1582620127783
1.84,1958.95,1582620129778
1.83,1958.65,1582620131782
1.83,1958.65,1582620133746
1.79,1958.00,1582620135745
1.79,1958.00,1582620137782
1.80,1958.10,1582620139745
1.80,1958.10,1582620141756
1.82,1958.60,1582620143742
1.79,1958.00,1582620145751
1.83,1958.65,1582620147783
1.80,1958.10,1582620149783
1.79,1958.00,1582620151782
1.82,1958.50,1582620153774
