amount,time
1963.95,6985-02-01 02:46:19
1964.00,6985-02-01 02:51:15
1964.95,6985-02-01 02:56:15
1964.40,6985-02-01 03:01:19
1964.65,6985-02-01 03:06:19
1964.80,6985-02-01 03:11:15
1963.00,6985-02-01 03:16:19
1963.60,6985-02-01 03:21:19
1962.95,6985-02-01 03:26:18
1963.00,6985-02-01 03:31:18
1963.55,6985-02-01 03:36:19
1963.00,6985-02-01 03:41:15
1964.00,6985-02-01 03:46:19
1964.00,6985-02-01 03:51:16
1963.05,6985-02-01 03:56:15
1964.00,6985-02-01 04:01:16
1963.05,6985-02-01 04:06:16
1963.80,6985-02-01 04:11:16
1963.75,6985-02-01 04:16:19
1963.00,6985-02-01 04:21:19
1963.70,6985-02-01 04:26:19
1963.70,6985-02-01 04:31:18
1963.00,6985-02-01 04:36:18
1963.80,6985-02-01 04:41:19
1963.70,6985-02-01 04:46:18
1963.65,6985-02-01 04:51:19
1963.00,6985-02-01 04:56:19
1962.25,6985-02-01 05:01:19
1962.25,6985-02-01 05:06:19
1962.90,6985-02-01 05:11:19
1962.25,6985-02-01 05:16:19
1962.25,6985-02-01 05:21:19
1962.00,6985-02-01 05:26:14
1962.95,6985-02-01 05:31:19
1962.85,6985-02-01 05:36:14
1962.85,6985-02-01 05:41:19
1963.00,6985-02-01 05:46:14
1963.00,6985-02-01 05:51:14
1963.70,6985-02-01 05:56:18
1963.00,6985-02-01 06:01:19
1963.00,6985-02-01 06:06:15
1962.00,6985-02-01 06:11:19
1962.00,6985-02-01 06:16:18
1963.00,6985-02-01 06:21:19
1963.00,6985-02-01 06:26:18
1962.95,6985-02-01 06:31:18
1962.05,6985-02-01 06:36:19
1963.00,6985-02-01 06:41:16
1963.00,6985-02-01 06:46:15
1963.00,6985-02-01 06:51:16
1963.00,6985-02-01 06:56:18
1962.95,6985-02-01 07:01:16
1962.15,6985-02-01 07:06:18
1963.00,6985-02-01 07:11:18
1963.00,6985-02-01 07:16:16
1962.20,6985-02-01 07:21:18
1962.75,6985-02-01 07:26:18
1962.15,6985-02-01 07:31:18
1962.75,6985-02-01 07:36:18
1962.15,6985-02-01 07:41:17
1962.15,6985-02-01 07:46:14
1962.15,6985-02-01 07:51:18
1962.00,6985-02-01 07:56:17
1962.80,6985-02-01 08:01:16
1962.00,6985-02-01 08:06:18
1962.10,6985-02-01 08:11:18
1962.75,6985-02-01 08:16:16
1962.50,6985-02-01 08:21:18
1962.50,6985-02-01 08:26:18
1961.90,6985-02-01 08:31:18
1961.65,6985-02-01 08:36:18
1962.00,6985-02-01 08:41:18
1961.50,6985-02-01 08:46:18
1962.65,6985-02-01 08:51:18
1962.20,6985-02-01 08:56:15
1962.20,6985-02-01 09:01:16
1962.20,6985-02-01 09:06:18
1962.00,6985-02-01 09:11:18
1961.50,6985-02-01 09:16:14
1961.10,6985-02-01 09:21:18
1962.55,6985-02-01 09:26:18
1962.00,6985-02-01 09:31:18
1961.50,6985-02-01 09:36:18
1961.70,6985-02-01 09:41:18
1961.65,6985-02-01 09:46:18
1961.65,6985-02-01 09:51:18
1962.00,6985-02-01 09:56:18
1961.55,6985-02-01 10:01:16
1961.60,6985-02-01 10:06:18
1962.00,6985-02-01 10:11:18
1961.50,6985-02-01 10:16:18
1962.00,6985-02-01 10:21:14
1961.55,6985-02-01 10:26:15
1961.00,6985-02-01 10:31:18
1961.00,6985-02-01 10:36:16
1961.00,6985-02-01 10:41:17
1961.00,6985-02-01 10:46:14
1961.00,6985-02-01 10:51:18
1961.45,6985-02-01 10:56:18
1960.50,6985-02-01 11:01:18
1961.00,6985-02-01 11:06:18
1961.00,6985-02-01 11:11:15
1960.70,6985-02-01 11:16:16
1960.80,6985-02-01 11:21:18
1960.70,6985-02-01 11:26:16
1960.25,6985-02-01 11:31:17
1960.35,6985-02-01 11:36:15
1960.45,6985-02-01 11:41:14
1960.55,6985-02-01 11:46:18
1960.45,6985-02-01 11:51:17
1960.30,6985-02-01 11:56:18
1960.95,6985-02-01 12:01:14
1960.95,6985-02-01 12:06:14
1960.95,6985-02-01 12:11:16
1960.95,6985-02-01 12:16:18
1960.35,6985-02-01 12:21:18
1961.50,6985-02-01 12:26:16
1961.50,6985-02-01 12:31:15
1961.00,6985-02-01 12:36:18
1961.00,6985-02-01 12:41:17
1961.40,6985-02-01 12:46:18
1960.55,6985-02-01 12:51:14
1961.00,6985-02-01 12:56:18
1961.00,6985-02-01 13:01:16
1960.50,6985-02-01 13:06:18
1960.35,6985-02-01 13:11:14
1960.35,6985-02-01 13:16:17
1960.30,6985-02-01 13:21:18
1960.90,6985-02-01 13:26:18
1960.90,6985-02-01 13:31:15
1960.30,6985-02-01 13:36:18
1960.30,6985-02-01 13:41:18
1961.00,6985-02-01 13:46:18
1960.35,6985-02-01 13:51:17
1960.95,6985-02-01 13:56:14
1960.25,6985-02-01 14:01:13
1960.30,6985-02-01 14:06:18
1960.90,6985-02-01 14:11:18
1960.40,6985-02-01 14:16:15
1960.40,6985-02-01 14:21:14
1960.40,6985-02-01 14:26:18
1960.50,6985-02-01 14:31:16
1960.40,6985-02-01 14:36:17
1960.25,6985-02-01 14:41:18
1960.25,6985-02-01 14:46:18
1960.95,6985-02-01 14:51:16
1960.00,6985-02-01 14:56:17
1960.00,6985-02-01 15:01:15
1960.00,6985-02-01 15:06:17
1960.00,6985-02-01 15:11:18
1960.65,6985-02-01 15:16:18
1960.55,6985-02-01 15:21:15
1960.95,6985-02-01 15:26:18
1961.05,6985-02-01 15:31:17
1960.00,6985-02-01 15:36:13
1960.10,6985-02-01 15:41:14
1960.20,6985-02-01 15:46:18
1960.15,6985-02-01 15:51:17
1960.95,6985-02-01 15:56:18
1960.15,6985-02-01 16:01:16
1961.10,6985-02-01 16:06:14
1961.00,6985-02-01 16:11:17
1960.95,6985-02-01 16:16:17
1961.00,6985-02-01 16:21:17
1960.20,6985-02-01 16:26:14
1960.20,6985-02-01 16:31:17
1960.30,6985-02-01 16:36:17
1961.00,6985-02-01 16:41:17
1960.30,6985-02-01 16:46:14
1960.30,6985-02-01 16:51:17
1960.30,6985-02-01 16:56:17
1961.00,6985-02-01 17:01:13
1960.25,6985-02-01 17:06:17
1960.30,6985-02-01 17:11:17
1961.00,6985-02-01 17:16:17
1961.50,6985-02-01 17:21:17
1961.30,6985-02-01 17:26:17
1962.00,6985-02-01 17:31:17
1962.00,6985-02-01 17:36:17
1961.95,6985-02-01 17:41:17
1961.50,6985-02-01 17:46:17
1961.50,6985-02-01 17:51:17
1961.50,6985-02-01 17:56:17
1961.85,6985-02-01 18:01:17
1961.85,6985-02-01 18:06:17
1961.85,6985-02-01 18:11:14
1961.90,6985-02-01 18:16:13
1961.55,6985-02-01 18:21:16
1961.55,6985-02-01 18:26:16
1962.45,6985-02-01 18:31:13
1961.95,6985-02-01 18:36:17
1961.95,6985-02-01 18:41:16
1962.00,6985-02-01 18:46:13
1962.95,6985-02-01 18:51:17
1962.20,6985-02-01 18:56:13
1962.15,6985-02-01 19:01:17
1962.50,6985-02-01 19:06:13
1962.95,6985-02-01 19:11:15
1962.45,6985-02-01 19:16:17
1962.50,6985-02-01 19:21:17
1962.50,6985-02-01 19:26:13
1962.95,6985-02-01 19:31:17
1963.00,6985-02-01 19:36:15
1962.70,6985-02-01 19:41:16
1962.75,6985-02-01 19:46:17
1963.90,6985-02-01 19:51:17
1962.90,6985-02-01 19:56:13
1962.90,6985-02-01 20:01:17
1962.90,6985-02-01 20:06:17
1962.70,6985-02-01 20:11:14
1962.50,6985-02-01 20:16:14
1962.45,6985-02-01 20:21:16
1962.45,6985-02-01 20:26:16
1962.25,6985-02-01 20:31:16
1962.25,6985-02-01 20:36:16
1962.50,6985-02-01 20:41:16
1962.90,6985-02-01 20:46:17
1962.90,6985-02-01 20:51:16
1962.30,6985-02-01 20:56:16
