-0.53,794.15,1582696779452
-0.53,794.15,1582696781452
-0.52,794.25,1582696783451
-0.53,794.15,1582696785452
-0.52,794.25,1582696787451
-0.52,794.25,1582696789450
-0.54,794.10,1582696791751
-0.55,794.00,1582696793662
-0.55,794.00,1582696795650
-0.54,794.05,1582696797706
-0.54,794.10,1582696799656
-0.54,794.10,1582696801769
-0.53,794.20,1582696803738
-0.55,794.00,1582696805748
-0.54,794.05,1582696807726
-0.54,794.10,1582696809649
-0.54,794.10,1582696811728
-0.54,794.10,1582696813689
-0.55,794.00,1582696815661
-0.55,794.00,1582696817728
-0.53,794.20,1582696819650
-0.54,794.10,1582696821650
-0.54,794.10,1582696823705
-0.54,794.10,1582696825768
-0.54,794.10,1582696827799
-0.55,794.00,1582696829664
-0.55,794.00,1582696831648
-0.53,794.20,1582696833648
-0.52,794.25,1582696835652
-0.53,794.20,1582696837648
-0.52,794.25,1582696839793
-0.53,794.20,1582696841729
-0.52,794.25,1582696843688
-0.53,794.20,1582696845784
-0.52,794.25,1582696847655
-0.52,794.25,1582696849689
-0.54,794.10,1582696851648
-0.54,794.10,1582696853663
-0.54,794.10,1582696855450
-0.54,794.10,1582696857776
-0.54,794.10,1582696859449
-0.53,794.15,1582696861449
-0.53,794.15,1582696863458
-0.53,794.20,1582696865645
-0.53,794.20,1582696867449
-0.54,794.05,1582696869730
-0.53,794.20,1582696871698
-0.54,794.05,1582696873751
-0.53,794.15,1582696875717
-0.53,794.15,1582696877713
-0.53,794.20,1582696879648
-0.53,794.15,1582696881796
-0.53,794.15,1582696883693
-0.53,794.15,1582696885761
-0.53,794.15,1582696887716
-0.52,794.25,1582696889667
-0.53,794.20,1582696891783
-0.53,794.20,1582696893727
-0.54,794.10,1582696895656
-0.54,794.10,1582696897743
-0.53,794.15,1582696899795
-0.53,794.20,1582696901730
-0.54,794.10,1582696903816
-0.54,794.10,1582696905783
-0.53,794.15,1582696907675
-0.53,794.15,1582696909751
-0.53,794.15,1582696911750
-0.54,794.10,1582696913707
-0.53,794.15,1582696915719
-0.53,794.15,1582696917770
-0.53,794.15,1582696919680
-0.54,794.10,1582696921792
-0.54,794.10,1582696923723
-0.53,794.15,1582696925711
-0.53,794.15,1582696927692
-0.55,794.00,1582696929645
-0.54,794.10,1582696931657
-0.55,794.00,1582696933727
-0.55,794.00,1582696935810
-0.54,794.10,1582696937660
-0.54,794.10,1582696939824
-0.54,794.05,1582696941794
-0.54,794.10,1582696943660
-0.55,794.00,1582696945720
-0.55,794.00,1582696947800
-0.54,794.05,1582696949649
-0.55,794.00,1582696951717
-0.54,794.05,1582696953679
-0.54,794.10,1582696955650
-0.55,794.00,1582696957758
-0.55,794.00,1582696959750
-0.54,794.10,1582696961659
-0.54,794.10,1582696963644
-0.53,794.15,1582696965646
-0.54,794.10,1582696967743
-0.53,794.15,1582696969758
-0.53,794.15,1582696971644
-0.55,794.00,1582696973661
-0.54,794.10,1582696975747
-0.54,794.10,1582696977768
-0.53,794.15,1582696979690
-0.54,794.10,1582696981791
-0.53,794.15,1582696983781
-0.54,794.10,1582696985718
-0.55,794.00,1582696987770
-0.54,794.10,1582696989791
-0.53,794.15,1582696991692
-0.54,794.10,1582696993747
-0.55,794.00,1582696995643
-0.54,794.05,1582696997720
-0.55,794.00,1582696999662
-0.55,794.00,1582697001779
-0.54,794.05,1582697003673
-0.54,794.05,1582697005813
-0.53,794.15,1582697007788
-0.53,794.20,1582697009661
-0.53,794.15,1582697011647
-0.54,794.05,1582697013768
-0.55,794.00,1582697015647
-0.54,794.05,1582697017653
-0.54,794.05,1582697019645
-0.55,794.00,1582697021675
-0.54,794.10,1582697023747
-0.54,794.05,1582697025665
-0.54,794.10,1582697027716
-0.54,794.10,1582697029729
-0.54,794.10,1582697031690
-0.54,794.05,1582697033717
-0.54,794.10,1582697035813
-0.55,794.00,1582697037757
-0.54,794.10,1582697039661
-0.54,794.10,1582697041791
-0.54,794.10,1582697043716
-0.54,794.05,1582697045446
-0.55,794.00,1582697047718
-0.54,794.05,1582697049791
-0.54,794.05,1582697051681
-0.54,794.10,1582697053712
-0.54,794.10,1582697055770
-0.54,794.10,1582697057685
-0.53,794.15,1582697059757
-0.54,794.10,1582697061791
-0.53,794.15,1582697063657
-0.53,794.15,1582697065755
-0.53,794.15,1582697067808
-0.53,794.15,1582697069687
-0.54,794.10,1582697071641
-0.54,794.10,1582697073769
-0.53,794.20,1582697075711
-0.53,794.15,1582697077642
-0.53,794.15,1582697079743
-0.53,794.20,1582697081650
-0.53,794.20,1582697083744
-0.53,794.15,1582697085676
-0.53,794.15,1582697087717
-0.53,794.20,1582697089648
-0.53,794.15,1582697091642
-0.53,794.15,1582697093710
-0.53,794.20,1582697095640
-0.53,794.15,1582697097700
-0.53,794.20,1582697099661
-0.53,794.15,1582697101790
-0.53,794.15,1582697103442
-0.53,794.15,1582697105705
-0.53,794.20,1582697107744
-0.53,794.20,1582697109776
-0.53,794.15,1582697111650
-0.54,794.10,1582697113748
-0.54,794.10,1582697115787
-0.55,794.00,1582697117650
-0.55,794.00,1582697119805
-0.54,794.05,1582697121688
-0.54,794.05,1582697123795
-0.55,794.00,1582697125715
-0.55,794.00,1582697127777
-0.54,794.10,1582697129649
-0.54,794.05,1582697131785
-0.54,794.05,1582697133710
-0.54,794.05,1582697135682
-0.54,794.05,1582697137778
-0.54,794.10,1582697139792
-0.54,794.10,1582697141714
-0.54,794.10,1582697143776
-0.55,794.00,1582697145785
-0.54,794.10,1582697147686
-0.54,794.10,1582697149742
-0.54,794.05,1582697151785
-0.54,794.05,1582697153726
-0.55,794.00,1582697155734
-0.55,794.00,1582697157762
-0.54,794.05,1582697159731
-0.55,794.00,1582697161709
-0.54,794.05,1582697163778
-0.55,794.00,1582697165645
-0.54,794.05,1582697167710
-0.55,794.00,1582697169782
-0.54,794.05,1582697171654
-0.55,794.00,1582697173741
-0.54,794.05,1582697175773
-0.54,794.10,1582697177644
-0.54,794.10,1582697179724
-0.55,794.00,1582697181711
-0.55,794.00,1582697183683
-0.55,794.00,1582697185675
-0.54,794.05,1582697187724
-0.54,794.05,1582697189715
-0.55,794.00,1582697191808
-0.55,794.00,1582697193640
-0.55,794.00,1582697195651
-0.54,794.05,1582697197702
-0.54,794.05,1582697199720
-0.54,794.05,1582697201698
-0.54,794.05,1582697203636
-0.54,794.05,1582697205638
-0.55,794.00,1582697207687
-0.55,794.00,1582697209678
-0.54,794.05,1582697211636
-0.55,794.00,1582697213654
-0.55,794.00,1582697215639
-0.55,794.00,1582697217771
-0.55,794.00,1582697219648
-0.55,794.00,1582697221753
-0.55,794.00,1582697223669
-0.53,794.20,1582697225642
-0.53,794.20,1582697227715
-0.53,794.15,1582697229772
-0.54,794.05,1582697231721
-0.54,794.05,1582697233752
-0.54,794.05,1582697235767
-0.54,794.10,1582697237654
-0.54,794.10,1582697239739
-0.55,794.00,1582697241781
-0.54,794.10,1582697243704
-0.54,794.10,1582697245721
-0.55,794.00,1582697247773
-0.54,794.10,1582697249699
-0.54,794.05,1582697251687
-0.54,794.10,1582697253795
-0.54,794.05,1582697255705
-0.55,794.00,1582697257708
-0.54,794.10,1582697259675
-0.55,794.00,1582697261658
-0.54,794.10,1582697263805
-0.55,794.00,1582697265789
-0.55,794.00,1582697267715
-0.54,794.05,1582697269643
-0.55,794.00,1582697271788
-0.54,794.05,1582697273662
-0.54,794.05,1582697275791
-0.54,794.05,1582697277733
-0.54,794.05,1582697279693
-0.54,794.05,1582697281671
-0.54,794.05,1582697283761
-0.54,794.05,1582697285714
-0.54,794.10,1582697287637
-0.54,794.05,1582697289789
-0.55,794.00,1582697291681
-0.54,794.05,1582697293705
-0.55,794.00,1582697295786
-0.55,794.00,1582697297662
-0.54,794.05,1582697299706
-0.55,794.00,1582697301742
-0.55,794.00,1582697303702
-0.55,794.00,1582697305681
-0.55,794.00,1582697307903
-0.55,794.00,1582697309908
-0.55,794.00,1582697311636
-0.55,794.00,1582697313903
-0.55,794.00,1582697315914
-0.54,794.05,1582697317679
-0.55,794.00,1582697319642
-0.55,794.00,1582697321641
-0.55,794.00,1582697323748
-0.55,794.00,1582697325784
-0.55,794.00,1582697327641
-0.55,794.00,1582697329670
-0.54,794.05,1582697331772
-0.54,794.05,1582697333640
-0.54,794.05,1582697335675
-0.54,794.05,1582697337789
-0.54,794.05,1582697339719
-0.54,794.05,1582697341810
-0.54,794.05,1582697343759
-0.55,794.00,1582697345736
-0.54,794.05,1582697347739
-0.55,794.00,1582697349730
-0.55,794.00,1582697351702
-0.54,794.05,1582697353703
-0.55,794.00,1582697355764
-0.55,794.00,1582697357755
-0.55,794.00,1582697359775
-0.55,794.00,1582697361782
-0.55,794.00,1582697363706
-0.54,794.05,1582697365781
-0.55,794.00,1582697367777
-0.55,794.00,1582697369675
-0.54,794.05,1582697371802
-0.54,794.05,1582697373727
-0.55,794.00,1582697375659
-0.54,794.05,1582697377781
-0.55,794.00,1582697379862
-0.55,794.00,1582697381697
-0.55,794.00,1582697383728
-0.55,794.00,1582697385710
-0.55,794.00,1582697387683
-0.55,794.00,1582697389688
-0.56,793.95,1582697391762
-0.54,794.05,1582697393646
-0.55,794.00,1582697395705
-0.55,794.00,1582697397634
-0.56,793.95,1582697399639
-0.56,793.90,1582697401630
