amount,time
794.20,Wed Feb 26 11:51:09 2020
794.00,Wed Feb 26 11:51:11 2020
793.90,Wed Feb 26 11:51:13 2020
794.20,Wed Feb 26 11:51:15 2020
794.10,Wed Feb 26 11:51:17 2020
794.10,Wed Feb 26 11:51:19 2020
794.05,Wed Feb 26 11:51:21 2020
794.10,Wed Feb 26 11:51:23 2020
794.10,Wed Feb 26 11:51:25 2020
793.85,Wed Feb 26 11:51:27 2020
794.00,Wed Feb 26 11:51:29 2020
794.00,Wed Feb 26 11:51:31 2020
794.00,Wed Feb 26 11:51:33 2020
794.10,Wed Feb 26 11:51:35 2020
794.00,Wed Feb 26 11:51:37 2020
794.00,Wed Feb 26 11:51:39 2020
794.10,Wed Feb 26 11:51:41 2020
794.00,Wed Feb 26 11:51:43 2020
793.85,Wed Feb 26 11:51:45 2020
793.95,Wed Feb 26 11:51:47 2020
793.65,Wed Feb 26 11:51:49 2020
793.80,Wed Feb 26 11:51:51 2020
793.95,Wed Feb 26 11:51:53 2020
794.00,Wed Feb 26 11:51:55 2020
794.00,Wed Feb 26 11:51:57 2020
793.95,Wed Feb 26 11:51:59 2020
793.95,Wed Feb 26 11:52:01 2020
794.05,Wed Feb 26 11:52:03 2020
794.00,Wed Feb 26 11:52:05 2020
794.05,Wed Feb 26 11:52:07 2020
794.05,Wed Feb 26 11:52:09 2020
794.10,Wed Feb 26 11:52:11 2020
794.10,Wed Feb 26 11:52:13 2020
794.00,Wed Feb 26 11:52:15 2020
794.05,Wed Feb 26 11:52:17 2020
794.00,Wed Feb 26 11:52:19 2020
794.00,Wed Feb 26 11:52:21 2020
793.95,Wed Feb 26 11:52:23 2020
793.95,Wed Feb 26 11:52:25 2020
794.00,Wed Feb 26 11:52:27 2020
794.10,Wed Feb 26 11:52:29 2020
794.00,Wed Feb 26 11:52:31 2020
794.10,Wed Feb 26 11:52:33 2020
794.00,Wed Feb 26 11:52:35 2020
794.00,Wed Feb 26 11:52:37 2020
794.10,Wed Feb 26 11:52:39 2020
794.00,Wed Feb 26 11:52:41 2020
794.40,Wed Feb 26 11:52:43 2020
794.40,Wed Feb 26 11:52:45 2020
794.15,Wed Feb 26 11:52:47 2020
794.15,Wed Feb 26 11:52:49 2020
794.10,Wed Feb 26 11:52:51 2020
794.25,Wed Feb 26 11:52:53 2020
794.15,Wed Feb 26 11:52:55 2020
794.25,Wed Feb 26 11:52:57 2020
794.20,Wed Feb 26 11:52:59 2020
794.15,Wed Feb 26 11:53:01 2020
794.05,Wed Feb 26 11:53:03 2020
794.25,Wed Feb 26 11:53:05 2020
794.25,Wed Feb 26 11:53:07 2020
794.25,Wed Feb 26 11:53:09 2020
794.25,Wed Feb 26 11:53:11 2020
794.25,Wed Feb 26 11:53:13 2020
794.40,Wed Feb 26 11:53:15 2020
794.20,Wed Feb 26 11:53:17 2020
794.20,Wed Feb 26 11:53:19 2020
794.40,Wed Feb 26 11:53:21 2020
794.15,Wed Feb 26 11:53:23 2020
794.25,Wed Feb 26 11:53:25 2020
794.25,Wed Feb 26 11:53:27 2020
794.25,Wed Feb 26 11:53:29 2020
794.25,Wed Feb 26 11:53:31 2020
794.25,Wed Feb 26 11:53:33 2020
794.25,Wed Feb 26 11:53:35 2020
794.25,Wed Feb 26 11:53:37 2020
794.35,Wed Feb 26 11:53:39 2020
794.35,Wed Feb 26 11:53:41 2020
794.30,Wed Feb 26 11:53:43 2020
794.25,Wed Feb 26 11:53:45 2020
794.25,Wed Feb 26 11:53:47 2020
794.25,Wed Feb 26 11:53:49 2020
794.20,Wed Feb 26 11:53:51 2020
794.00,Wed Feb 26 11:53:53 2020
794.00,Wed Feb 26 11:53:55 2020
794.10,Wed Feb 26 11:53:57 2020
794.00,Wed Feb 26 11:53:59 2020
794.25,Wed Feb 26 11:54:01 2020
794.30,Wed Feb 26 11:54:03 2020
794.40,Wed Feb 26 11:54:05 2020
794.35,Wed Feb 26 11:54:07 2020
794.30,Wed Feb 26 11:54:09 2020
794.10,Wed Feb 26 11:54:11 2020
794.10,Wed Feb 26 11:54:13 2020
794.20,Wed Feb 26 11:54:15 2020
794.25,Wed Feb 26 11:54:17 2020
794.15,Wed Feb 26 11:54:19 2020
794.00,Wed Feb 26 11:54:21 2020
794.00,Wed Feb 26 11:54:23 2020
794.00,Wed Feb 26 11:54:25 2020
794.15,Wed Feb 26 11:54:27 2020
794.00,Wed Feb 26 11:54:29 2020
794.00,Wed Feb 26 11:54:31 2020
794.00,Wed Feb 26 11:54:33 2020
794.25,Wed Feb 26 11:54:35 2020
794.15,Wed Feb 26 11:54:37 2020
794.15,Wed Feb 26 11:54:39 2020
794.20,Wed Feb 26 11:54:41 2020
794.20,Wed Feb 26 11:54:43 2020
794.25,Wed Feb 26 11:54:45 2020
794.05,Wed Feb 26 11:54:47 2020
794.10,Wed Feb 26 11:54:49 2020
794.20,Wed Feb 26 11:54:51 2020
794.25,Wed Feb 26 11:54:53 2020
794.20,Wed Feb 26 11:54:55 2020
794.30,Wed Feb 26 11:54:57 2020
794.10,Wed Feb 26 11:54:59 2020
794.10,Wed Feb 26 11:55:01 2020
794.40,Wed Feb 26 11:55:03 2020
794.25,Wed Feb 26 11:55:05 2020
794.45,Wed Feb 26 11:55:07 2020
794.20,Wed Feb 26 11:55:09 2020
794.30,Wed Feb 26 11:55:11 2020
794.20,Wed Feb 26 11:55:13 2020
794.30,Wed Feb 26 11:55:15 2020
794.15,Wed Feb 26 11:55:17 2020
794.30,Wed Feb 26 11:55:19 2020
794.15,Wed Feb 26 11:55:21 2020
794.15,Wed Feb 26 11:55:23 2020
794.15,Wed Feb 26 11:55:25 2020
794.35,Wed Feb 26 11:55:27 2020
794.35,Wed Feb 26 11:55:29 2020
794.35,Wed Feb 26 11:55:31 2020
794.35,Wed Feb 26 11:55:33 2020
794.15,Wed Feb 26 11:55:35 2020
794.20,Wed Feb 26 11:55:37 2020
794.20,Wed Feb 26 11:55:39 2020
794.40,Wed Feb 26 11:55:41 2020
794.20,Wed Feb 26 11:55:43 2020
794.40,Wed Feb 26 11:55:45 2020
794.35,Wed Feb 26 11:55:47 2020
794.35,Wed Feb 26 11:55:49 2020
794.35,Wed Feb 26 11:55:51 2020
794.35,Wed Feb 26 11:55:53 2020
794.25,Wed Feb 26 11:55:55 2020
794.35,Wed Feb 26 11:55:57 2020
794.25,Wed Feb 26 11:55:59 2020
794.25,Wed Feb 26 11:56:01 2020
794.50,Wed Feb 26 11:56:03 2020
794.25,Wed Feb 26 11:56:05 2020
794.25,Wed Feb 26 11:56:07 2020
794.25,Wed Feb 26 11:56:09 2020
794.25,Wed Feb 26 11:56:11 2020
794.35,Wed Feb 26 11:56:13 2020
794.35,Wed Feb 26 11:56:15 2020
794.25,Wed Feb 26 11:56:17 2020
794.25,Wed Feb 26 11:56:19 2020
794.30,Wed Feb 26 11:56:21 2020
794.25,Wed Feb 26 11:56:23 2020
794.30,Wed Feb 26 11:56:25 2020
794.10,Wed Feb 26 11:56:27 2020
794.10,Wed Feb 26 11:56:29 2020
794.25,Wed Feb 26 11:56:31 2020
794.25,Wed Feb 26 11:56:33 2020
794.10,Wed Feb 26 11:56:35 2020
794.10,Wed Feb 26 11:56:37 2020
794.10,Wed Feb 26 11:56:39 2020
794.25,Wed Feb 26 11:56:41 2020
794.10,Wed Feb 26 11:56:43 2020
794.10,Wed Feb 26 11:56:45 2020
794.25,Wed Feb 26 11:56:47 2020
794.10,Wed Feb 26 11:56:49 2020
794.20,Wed Feb 26 11:56:51 2020
794.20,Wed Feb 26 11:56:53 2020
794.20,Wed Feb 26 11:56:55 2020
794.20,Wed Feb 26 11:56:57 2020
794.30,Wed Feb 26 11:56:59 2020
794.20,Wed Feb 26 11:57:01 2020
794.25,Wed Feb 26 11:57:03 2020
794.30,Wed Feb 26 11:57:05 2020
794.50,Wed Feb 26 11:57:07 2020
794.20,Wed Feb 26 11:57:09 2020
794.20,Wed Feb 26 11:57:11 2020
794.20,Wed Feb 26 11:57:13 2020
794.20,Wed Feb 26 11:57:15 2020
794.30,Wed Feb 26 11:57:17 2020
794.20,Wed Feb 26 11:57:19 2020
794.20,Wed Feb 26 11:57:21 2020
794.35,Wed Feb 26 11:57:23 2020
794.25,Wed Feb 26 11:57:25 2020
794.35,Wed Feb 26 11:57:27 2020
794.35,Wed Feb 26 11:57:29 2020
794.20,Wed Feb 26 11:57:31 2020
794.40,Wed Feb 26 11:57:33 2020
794.40,Wed Feb 26 11:57:35 2020
794.35,Wed Feb 26 11:57:37 2020
794.40,Wed Feb 26 11:57:39 2020
794.40,Wed Feb 26 11:57:41 2020
794.40,Wed Feb 26 11:57:43 2020
794.30,Wed Feb 26 11:57:45 2020
794.15,Wed Feb 26 11:57:47 2020
794.20,Wed Feb 26 11:57:49 2020
794.00,Wed Feb 26 11:57:51 2020
794.00,Wed Feb 26 11:57:53 2020
794.00,Wed Feb 26 11:57:55 2020
794.00,Wed Feb 26 11:57:57 2020
794.00,Wed Feb 26 11:57:59 2020
794.00,Wed Feb 26 11:58:01 2020
794.00,Wed Feb 26 11:58:03 2020
794.20,Wed Feb 26 11:58:05 2020
794.25,Wed Feb 26 11:58:07 2020
794.00,Wed Feb 26 11:58:09 2020
794.15,Wed Feb 26 11:58:11 2020
794.00,Wed Feb 26 11:58:13 2020
794.05,Wed Feb 26 11:58:15 2020
794.20,Wed Feb 26 11:58:17 2020
794.15,Wed Feb 26 11:58:19 2020
794.00,Wed Feb 26 11:58:21 2020
794.20,Wed Feb 26 11:58:23 2020
794.20,Wed Feb 26 11:58:25 2020
794.00,Wed Feb 26 11:58:27 2020
794.00,Wed Feb 26 11:58:29 2020
794.05,Wed Feb 26 11:58:31 2020
794.00,Wed Feb 26 11:58:33 2020
794.25,Wed Feb 26 11:58:35 2020
794.00,Wed Feb 26 11:58:37 2020
794.00,Wed Feb 26 11:58:39 2020
794.00,Wed Feb 26 11:58:41 2020
794.15,Wed Feb 26 11:58:43 2020
794.05,Wed Feb 26 11:58:45 2020
794.00,Wed Feb 26 11:58:47 2020
794.10,Wed Feb 26 11:58:49 2020
794.05,Wed Feb 26 11:58:51 2020
794.00,Wed Feb 26 11:58:53 2020
794.00,Wed Feb 26 11:58:55 2020
794.25,Wed Feb 26 11:58:57 2020
794.20,Wed Feb 26 11:58:59 2020
794.20,Wed Feb 26 11:59:01 2020
794.25,Wed Feb 26 11:59:03 2020
794.70,Wed Feb 26 11:59:05 2020
794.70,Wed Feb 26 11:59:07 2020
794.45,Wed Feb 26 11:59:09 2020
794.70,Wed Feb 26 11:59:11 2020
794.35,Wed Feb 26 11:59:13 2020
794.50,Wed Feb 26 11:59:15 2020
794.05,Wed Feb 26 11:59:17 2020
794.50,Wed Feb 26 11:59:19 2020
794.50,Wed Feb 26 11:59:21 2020
794.50,Wed Feb 26 11:59:23 2020
794.50,Wed Feb 26 11:59:25 2020
794.45,Wed Feb 26 11:59:27 2020
794.45,Wed Feb 26 11:59:29 2020
794.45,Wed Feb 26 11:59:31 2020
794.15,Wed Feb 26 11:59:33 2020
794.45,Wed Feb 26 11:59:35 2020
794.15,Wed Feb 26 11:59:37 2020
794.40,Wed Feb 26 11:59:39 2020
794.40,Wed Feb 26 11:59:41 2020
794.45,Wed Feb 26 11:59:43 2020
794.35,Wed Feb 26 11:59:45 2020
794.35,Wed Feb 26 11:59:47 2020
794.20,Wed Feb 26 11:59:49 2020
794.25,Wed Feb 26 11:59:51 2020
794.25,Wed Feb 26 11:59:53 2020
794.35,Wed Feb 26 11:59:55 2020
794.35,Wed Feb 26 11:59:57 2020
794.25,Wed Feb 26 11:59:59 2020
794.35,Wed Feb 26 12:00:01 2020
794.25,Wed Feb 26 12:00:03 2020
794.35,Wed Feb 26 12:00:05 2020
794.25,Wed Feb 26 12:00:07 2020
794.45,Wed Feb 26 12:00:09 2020
794.35,Wed Feb 26 12:00:11 2020
794.25,Wed Feb 26 12:00:13 2020
794.35,Wed Feb 26 12:00:15 2020
794.35,Wed Feb 26 12:00:17 2020
794.35,Wed Feb 26 12:00:19 2020
794.30,Wed Feb 26 12:00:21 2020
794.35,Wed Feb 26 12:00:23 2020
794.35,Wed Feb 26 12:00:25 2020
794.35,Wed Feb 26 12:00:27 2020
794.30,Wed Feb 26 12:00:29 2020
794.30,Wed Feb 26 12:00:31 2020
794.30,Wed Feb 26 12:00:33 2020
794.35,Wed Feb 26 12:00:35 2020
794.30,Wed Feb 26 12:00:37 2020
794.15,Wed Feb 26 12:00:39 2020
794.30,Wed Feb 26 12:00:41 2020
794.30,Wed Feb 26 12:00:43 2020
794.25,Wed Feb 26 12:00:45 2020
794.15,Wed Feb 26 12:00:47 2020
794.20,Wed Feb 26 12:00:49 2020
794.35,Wed Feb 26 12:00:51 2020
794.35,Wed Feb 26 12:00:53 2020
794.25,Wed Feb 26 12:00:55 2020
794.25,Wed Feb 26 12:00:57 2020
794.25,Wed Feb 26 12:00:59 2020
794.35,Wed Feb 26 12:01:01 2020
794.50,Wed Feb 26 12:01:03 2020
794.55,Wed Feb 26 12:01:05 2020
794.55,Wed Feb 26 12:01:07 2020
794.55,Wed Feb 26 12:01:09 2020
794.50,Wed Feb 26 12:01:11 2020
794.50,Wed Feb 26 12:01:13 2020
794.35,Wed Feb 26 12:01:15 2020
794.35,Wed Feb 26 12:01:17 2020
794.35,Wed Feb 26 12:01:19 2020
794.35,Wed Feb 26 12:01:21 2020
794.35,Wed Feb 26 12:01:23 2020
794.35,Wed Feb 26 12:01:25 2020
794.25,Wed Feb 26 12:01:27 2020
794.25,Wed Feb 26 12:01:29 2020
794.20,Wed Feb 26 12:01:31 2020
794.25,Wed Feb 26 12:01:33 2020
794.25,Wed Feb 26 12:01:35 2020
794.25,Wed Feb 26 12:01:37 2020
794.30,Wed Feb 26 12:01:39 2020
794.15,Wed Feb 26 12:01:41 2020
794.15,Wed Feb 26 12:01:43 2020
794.10,Wed Feb 26 12:01:45 2020
794.10,Wed Feb 26 12:01:47 2020
794.10,Wed Feb 26 12:01:49 2020
794.10,Wed Feb 26 12:01:51 2020
794.10,Wed Feb 26 12:01:53 2020
794.10,Wed Feb 26 12:01:55 2020
794.00,Wed Feb 26 12:01:57 2020
794.10,Wed Feb 26 12:01:59 2020
794.10,Wed Feb 26 12:02:01 2020
794.05,Wed Feb 26 12:02:03 2020
794.30,Wed Feb 26 12:02:05 2020
794.30,Wed Feb 26 12:02:07 2020
794.25,Wed Feb 26 12:02:09 2020
794.30,Wed Feb 26 12:02:11 2020
794.25,Wed Feb 26 12:02:13 2020
794.25,Wed Feb 26 12:02:15 2020
794.25,Wed Feb 26 12:02:17 2020
794.25,Wed Feb 26 12:02:19 2020
794.30,Wed Feb 26 12:02:21 2020
794.30,Wed Feb 26 12:02:23 2020
794.30,Wed Feb 26 12:02:25 2020
794.30,Wed Feb 26 12:02:27 2020
794.25,Wed Feb 26 12:02:29 2020
794.30,Wed Feb 26 12:02:31 2020
794.30,Wed Feb 26 12:02:33 2020
794.30,Wed Feb 26 12:02:35 2020
794.30,Wed Feb 26 12:02:37 2020
794.30,Wed Feb 26 12:02:39 2020
794.30,Wed Feb 26 12:02:41 2020
794.30,Wed Feb 26 12:02:43 2020
794.20,Wed Feb 26 12:02:45 2020
794.20,Wed Feb 26 12:02:47 2020
794.20,Wed Feb 26 12:02:49 2020
794.20,Wed Feb 26 12:02:51 2020
794.05,Wed Feb 26 12:02:53 2020
794.05,Wed Feb 26 12:02:55 2020
794.05,Wed Feb 26 12:02:57 2020
794.05,Wed Feb 26 12:02:59 2020
794.05,Wed Feb 26 12:03:01 2020
794.05,Wed Feb 26 12:03:03 2020
794.25,Wed Feb 26 12:03:05 2020
794.25,Wed Feb 26 12:03:07 2020
794.25,Wed Feb 26 12:03:09 2020
794.25,Wed Feb 26 12:03:11 2020
794.25,Wed Feb 26 12:03:13 2020
794.25,Wed Feb 26 12:03:15 2020
794.25,Wed Feb 26 12:03:17 2020
794.25,Wed Feb 26 12:03:19 2020
794.25,Wed Feb 26 12:03:21 2020
794.25,Wed Feb 26 12:03:23 2020
794.25,Wed Feb 26 12:03:25 2020
794.10,Wed Feb 26 12:03:27 2020
794.25,Wed Feb 26 12:03:29 2020
794.25,Wed Feb 26 12:03:31 2020
794.15,Wed Feb 26 12:03:33 2020
794.20,Wed Feb 26 12:03:35 2020
794.15,Wed Feb 26 12:03:37 2020
794.20,Wed Feb 26 12:03:39 2020
794.20,Wed Feb 26 12:03:41 2020
794.20,Wed Feb 26 12:03:43 2020
794.20,Wed Feb 26 12:03:45 2020
794.20,Wed Feb 26 12:03:47 2020
794.15,Wed Feb 26 12:03:49 2020
794.00,Wed Feb 26 12:03:51 2020
794.25,Wed Feb 26 12:03:53 2020
794.25,Wed Feb 26 12:03:55 2020
794.10,Wed Feb 26 12:03:57 2020
794.20,Wed Feb 26 12:03:59 2020
794.20,Wed Feb 26 12:04:01 2020
794.80,Wed Feb 26 12:04:03 2020
794.90,Wed Feb 26 12:04:05 2020
794.95,Wed Feb 26 12:04:07 2020
794.90,Wed Feb 26 12:04:09 2020
794.90,Wed Feb 26 12:04:11 2020
794.90,Wed Feb 26 12:04:13 2020
795.00,Wed Feb 26 12:04:15 2020
795.20,Wed Feb 26 12:04:17 2020
795.45,Wed Feb 26 12:04:19 2020
795.30,Wed Feb 26 12:04:21 2020
795.15,Wed Feb 26 12:04:23 2020
795.20,Wed Feb 26 12:04:25 2020
795.30,Wed Feb 26 12:04:27 2020
795.30,Wed Feb 26 12:04:29 2020
795.15,Wed Feb 26 12:04:31 2020
795.30,Wed Feb 26 12:04:33 2020
795.30,Wed Feb 26 12:04:35 2020
795.25,Wed Feb 26 12:04:37 2020
795.25,Wed Feb 26 12:04:39 2020
795.25,Wed Feb 26 12:04:41 2020
795.25,Wed Feb 26 12:04:43 2020
795.25,Wed Feb 26 12:04:45 2020
795.30,Wed Feb 26 12:04:47 2020
795.15,Wed Feb 26 12:04:49 2020
795.25,Wed Feb 26 12:04:51 2020
795.20,Wed Feb 26 12:04:53 2020
795.30,Wed Feb 26 12:04:55 2020
795.30,Wed Feb 26 12:04:57 2020
795.05,Wed Feb 26 12:04:59 2020
795.30,Wed Feb 26 12:05:01 2020
795.30,Wed Feb 26 12:05:03 2020
795.35,Wed Feb 26 12:05:05 2020
795.40,Wed Feb 26 12:05:07 2020
795.45,Wed Feb 26 12:05:09 2020
795.55,Wed Feb 26 12:05:11 2020
795.60,Wed Feb 26 12:05:13 2020
795.90,Wed Feb 26 12:05:15 2020
795.65,Wed Feb 26 12:05:17 2020
795.80,Wed Feb 26 12:05:19 2020
795.85,Wed Feb 26 12:05:21 2020
795.85,Wed Feb 26 12:05:23 2020
795.85,Wed Feb 26 12:05:25 2020
795.75,Wed Feb 26 12:05:27 2020
795.75,Wed Feb 26 12:05:29 2020
795.65,Wed Feb 26 12:05:31 2020
795.65,Wed Feb 26 12:05:33 2020
795.35,Wed Feb 26 12:05:35 2020
795.40,Wed Feb 26 12:05:37 2020
795.20,Wed Feb 26 12:05:39 2020
795.20,Wed Feb 26 12:05:41 2020
795.20,Wed Feb 26 12:05:43 2020
794.75,Wed Feb 26 12:05:45 2020
794.75,Wed Feb 26 12:05:47 2020
794.50,Wed Feb 26 12:05:49 2020
794.35,Wed Feb 26 12:05:51 2020
794.70,Wed Feb 26 12:05:53 2020
794.70,Wed Feb 26 12:05:55 2020
794.70,Wed Feb 26 12:05:57 2020
794.70,Wed Feb 26 12:05:59 2020
794.70,Wed Feb 26 12:06:01 2020
794.85,Wed Feb 26 12:06:03 2020
795.05,Wed Feb 26 12:06:05 2020
795.45,Wed Feb 26 12:06:07 2020
795.50,Wed Feb 26 12:06:09 2020
795.25,Wed Feb 26 12:06:11 2020
795.35,Wed Feb 26 12:06:13 2020
795.35,Wed Feb 26 12:06:15 2020
795.15,Wed Feb 26 12:06:17 2020
795.20,Wed Feb 26 12:06:19 2020
795.25,Wed Feb 26 12:06:21 2020
795.30,Wed Feb 26 12:06:23 2020
795.05,Wed Feb 26 12:06:25 2020
795.30,Wed Feb 26 12:06:27 2020
795.25,Wed Feb 26 12:06:29 2020
795.25,Wed Feb 26 12:06:31 2020
795.25,Wed Feb 26 12:06:33 2020
795.25,Wed Feb 26 12:06:35 2020
795.20,Wed Feb 26 12:06:37 2020
795.20,Wed Feb 26 12:06:39 2020
795.20,Wed Feb 26 12:06:41 2020
795.25,Wed Feb 26 12:06:43 2020
795.20,Wed Feb 26 12:06:45 2020
795.25,Wed Feb 26 12:06:47 2020
795.20,Wed Feb 26 12:06:49 2020
795.25,Wed Feb 26 12:06:51 2020
795.30,Wed Feb 26 12:06:53 2020
795.30,Wed Feb 26 12:06:55 2020
795.35,Wed Feb 26 12:06:57 2020
795.40,Wed Feb 26 12:06:59 2020
795.45,Wed Feb 26 12:07:01 2020
795.45,Wed Feb 26 12:07:03 2020
795.45,Wed Feb 26 12:07:05 2020
795.45,Wed Feb 26 12:07:07 2020
795.45,Wed Feb 26 12:07:09 2020
795.50,Wed Feb 26 12:07:11 2020
795.50,Wed Feb 26 12:07:13 2020
795.50,Wed Feb 26 12:07:15 2020
795.50,Wed Feb 26 12:07:17 2020
795.50,Wed Feb 26 12:07:19 2020
795.50,Wed Feb 26 12:07:21 2020
795.50,Wed Feb 26 12:07:23 2020
795.50,Wed Feb 26 12:07:25 2020
795.50,Wed Feb 26 12:07:27 2020
795.50,Wed Feb 26 12:07:29 2020
795.45,Wed Feb 26 12:07:31 2020
795.50,Wed Feb 26 12:07:33 2020
795.50,Wed Feb 26 12:07:35 2020
795.45,Wed Feb 26 12:07:37 2020
795.45,Wed Feb 26 12:07:39 2020
795.50,Wed Feb 26 12:07:41 2020
795.50,Wed Feb 26 12:07:43 2020
795.65,Wed Feb 26 12:07:45 2020
795.70,Wed Feb 26 12:07:47 2020
795.65,Wed Feb 26 12:07:49 2020
795.70,Wed Feb 26 12:07:51 2020
795.70,Wed Feb 26 12:07:53 2020
795.70,Wed Feb 26 12:07:55 2020
795.80,Wed Feb 26 12:07:57 2020
795.80,Wed Feb 26 12:07:59 2020
795.80,Wed Feb 26 12:08:01 2020
795.80,Wed Feb 26 12:08:03 2020
795.95,Wed Feb 26 12:08:05 2020
796.00,Wed Feb 26 12:08:07 2020
796.00,Wed Feb 26 12:08:09 2020
796.15,Wed Feb 26 12:08:11 2020
796.10,Wed Feb 26 12:08:13 2020
796.15,Wed Feb 26 12:08:15 2020
796.10,Wed Feb 26 12:08:17 2020
796.10,Wed Feb 26 12:08:19 2020
796.05,Wed Feb 26 12:08:21 2020
796.15,Wed Feb 26 12:08:23 2020
796.10,Wed Feb 26 12:08:25 2020
796.15,Wed Feb 26 12:08:27 2020
795.90,Wed Feb 26 12:08:29 2020
795.75,Wed Feb 26 12:08:31 2020
795.95,Wed Feb 26 12:08:33 2020
795.95,Wed Feb 26 12:08:35 2020
796.15,Wed Feb 26 12:08:37 2020
795.95,Wed Feb 26 12:08:39 2020
796.15,Wed Feb 26 12:08:41 2020
796.05,Wed Feb 26 12:08:43 2020
796.05,Wed Feb 26 12:08:45 2020
796.05,Wed Feb 26 12:08:47 2020
796.25,Wed Feb 26 12:08:49 2020
796.25,Wed Feb 26 12:08:51 2020
796.25,Wed Feb 26 12:08:53 2020
796.30,Wed Feb 26 12:08:55 2020
796.35,Wed Feb 26 12:08:57 2020
796.35,Wed Feb 26 12:08:59 2020
796.30,Wed Feb 26 12:09:01 2020
796.25,Wed Feb 26 12:09:03 2020
796.35,Wed Feb 26 12:09:05 2020
796.35,Wed Feb 26 12:09:07 2020
796.25,Wed Feb 26 12:09:09 2020
796.25,Wed Feb 26 12:09:11 2020
796.25,Wed Feb 26 12:09:13 2020
796.30,Wed Feb 26 12:09:15 2020
796.30,Wed Feb 26 12:09:17 2020
796.30,Wed Feb 26 12:09:19 2020
796.30,Wed Feb 26 12:09:21 2020
796.30,Wed Feb 26 12:09:23 2020
796.30,Wed Feb 26 12:09:25 2020
796.30,Wed Feb 26 12:09:27 2020
796.30,Wed Feb 26 12:09:29 2020
796.30,Wed Feb 26 12:09:31 2020
796.30,Wed Feb 26 12:09:33 2020
796.30,Wed Feb 26 12:09:35 2020
796.30,Wed Feb 26 12:09:37 2020
796.30,Wed Feb 26 12:09:39 2020
796.30,Wed Feb 26 12:09:41 2020
796.25,Wed Feb 26 12:09:43 2020
796.15,Wed Feb 26 12:09:45 2020
796.15,Wed Feb 26 12:09:47 2020
796.25,Wed Feb 26 12:09:49 2020
796.00,Wed Feb 26 12:09:51 2020
796.20,Wed Feb 26 12:09:53 2020
796.20,Wed Feb 26 12:09:55 2020
796.15,Wed Feb 26 12:09:57 2020
796.15,Wed Feb 26 12:09:59 2020
795.95,Wed Feb 26 12:10:01 2020
796.20,Wed Feb 26 12:10:03 2020
796.20,Wed Feb 26 12:10:05 2020
796.00,Wed Feb 26 12:10:07 2020
796.15,Wed Feb 26 12:10:09 2020
796.15,Wed Feb 26 12:10:11 2020
796.00,Wed Feb 26 12:10:13 2020
796.15,Wed Feb 26 12:10:15 2020
796.15,Wed Feb 26 12:10:17 2020
796.05,Wed Feb 26 12:10:19 2020
796.15,Wed Feb 26 12:10:21 2020
796.15,Wed Feb 26 12:10:23 2020
796.10,Wed Feb 26 12:10:25 2020
796.10,Wed Feb 26 12:10:27 2020
796.15,Wed Feb 26 12:10:29 2020
796.15,Wed Feb 26 12:10:31 2020
796.15,Wed Feb 26 12:10:33 2020
796.15,Wed Feb 26 12:10:35 2020
795.55,Wed Feb 26 12:10:37 2020
795.45,Wed Feb 26 12:10:39 2020
795.55,Wed Feb 26 12:10:41 2020
795.50,Wed Feb 26 12:10:43 2020
795.55,Wed Feb 26 12:10:45 2020
795.55,Wed Feb 26 12:10:47 2020
795.50,Wed Feb 26 12:10:49 2020
795.50,Wed Feb 26 12:10:51 2020
795.55,Wed Feb 26 12:10:53 2020
795.55,Wed Feb 26 12:10:55 2020
795.35,Wed Feb 26 12:10:57 2020
795.50,Wed Feb 26 12:10:59 2020
795.50,Wed Feb 26 12:11:01 2020
795.60,Wed Feb 26 12:11:03 2020
795.60,Wed Feb 26 12:11:05 2020
795.60,Wed Feb 26 12:11:07 2020
795.25,Wed Feb 26 12:11:09 2020
795.50,Wed Feb 26 12:11:11 2020
795.45,Wed Feb 26 12:11:13 2020
795.50,Wed Feb 26 12:11:15 2020
795.50,Wed Feb 26 12:11:17 2020
795.50,Wed Feb 26 12:11:19 2020
795.50,Wed Feb 26 12:11:21 2020
795.55,Wed Feb 26 12:11:23 2020
795.60,Wed Feb 26 12:11:25 2020
795.60,Wed Feb 26 12:11:27 2020
795.55,Wed Feb 26 12:11:29 2020
795.60,Wed Feb 26 12:11:31 2020
795.60,Wed Feb 26 12:11:33 2020
795.60,Wed Feb 26 12:11:35 2020
795.60,Wed Feb 26 12:11:37 2020
795.55,Wed Feb 26 12:11:39 2020
795.50,Wed Feb 26 12:11:41 2020
795.50,Wed Feb 26 12:11:43 2020
794.25,Wed Feb 26 12:11:45 2020
795.40,Wed Feb 26 12:11:47 2020
795.35,Wed Feb 26 12:11:49 2020
795.40,Wed Feb 26 12:11:51 2020
795.40,Wed Feb 26 12:11:53 2020
795.40,Wed Feb 26 12:11:55 2020
795.40,Wed Feb 26 12:11:57 2020
795.25,Wed Feb 26 12:11:59 2020
795.25,Wed Feb 26 12:12:01 2020
795.40,Wed Feb 26 12:12:03 2020
795.40,Wed Feb 26 12:12:05 2020
795.45,Wed Feb 26 12:12:07 2020
796.00,Wed Feb 26 12:12:09 2020
796.15,Wed Feb 26 12:12:11 2020
796.15,Wed Feb 26 12:12:13 2020
796.30,Wed Feb 26 12:12:15 2020
796.10,Wed Feb 26 12:12:17 2020
796.00,Wed Feb 26 12:12:19 2020
